sentence1,sentence2,label
 It's expected that you work with people you don't want to.,it's not a group activity.,0
 It's expected that you work with people you don't want to.,you are part of a team,1
 It's expected that you work with people you don't want to.,You work by yourself.,0
 It's expected that you work with people you don't want to.,You work for a large corporation.,1
 It is expected to report child neglect to the authorities.,The child could die,1
 It is expected to report child neglect to the authorities.,the neglect is due to parents health probems and you are willing to help the child,0
 It is expected to report child neglect to the authorities.,the child is starving,1
 It is expected to report child neglect to the authorities.,the child has been injured.,1
 It is expected to report child neglect to the authorities.,You see the abuse happening.,1
 It is expected to report child neglect to the authorities.,You are confusing poor with neglect.,0
 It is expected to report child neglect to the authorities.,They don't have enough to eat.,1
" If you are the one paying, you can say when the dinners plans are cancelled.",It's your parents visiting you.,0
" If you are the one paying, you can say when the dinners plans are cancelled.",The business client won't show up.,1
" If you are the one paying, you can say when the dinners plans are cancelled.",it is really close to the starting time of the dinner event,0
" If you are the one paying, you can say when the dinners plans are cancelled.",you give people a good amount of notice before the event starts,1
" If you are the one paying, you can say when the dinners plans are cancelled.",The dinner plans are for someone else's birthday.,0
" If you are the one paying, you can say when the dinners plans are cancelled.",You bank account has been drained.,1
" If you are the one paying, you can say when the dinners plans are cancelled.",You are taking someone out for their birthday,0
" If you are the one paying, you can say when the dinners plans are cancelled.",You always pay and no one ever chips in on the bill,1
" If you are the one paying, you can say when the dinners plans are cancelled.",you're already at the restaurant.,0
" If you are the one paying, you can say when the dinners plans are cancelled.",you let people know ahead of time.,1
 It is okay to set boundaries in a relationship.,You don't care about having a healthy relationship.,0
 It is okay to set boundaries in a relationship.,You want a healthy relationship.,1
 It is okay to set boundaries in a relationship.,You are part of a work group and are the new rookie.,0
 It is okay to set boundaries in a relationship.,You were abused many years ago.,1
 It is okay to set boundaries in a relationship.,You want a free spirited relationship.,0
 It is okay to set boundaries in a relationship.,You plan to get married.,1
 It is okay to set boundaries in a relationship.,Unless it's with your child.,0
 It is okay to set boundaries in a relationship.,Especially if it's a brand new relationship.,1
 It is okay to set boundaries in a relationship.,You have been overwhelmed with emotional labor,1
 It is okay to be protective over your belongings.,they are shared.,0
 It is okay to be protective over your belongings.,the are easily broken.,1
 It is okay to be protective over your belongings.,You share those belongings with your spouse and they are just wanting to use them too.,0
 It is okay to be protective over your belongings.,You are worried about your things being stolen.,1
 It is okay to be protective over your belongings.,You've offered to share them.,0
 It is okay to be protective over your belongings.,People misuse them.,1
 It is okay to be protective over your belongings.,you are too obsessive about the belongings.,0
 It is okay to be protective over your belongings.,your belongings are valuable.,1
 It is okay to be protective over your belongings.,you consider other people's stuff yours.,0
 It is okay to be protective over your belongings.,it is fragile or valuable.,1
 It's okay to be mad at your family members if they did something wrong.,They made a mistake they are sorry for.,0
 It's okay to be mad at your family members if they did something wrong.,They did something unforgiveable.,1
 It's okay to be mad at your family members if they did something wrong.,They are a young child and didn't know better.,0
 It's okay to be mad at your family members if they did something wrong.,They stole your money.,1
 It's okay to be mad at your family members if they did something wrong.,they are small children and don't understand.,0
 It's okay to be mad at your family members if they did something wrong.,they are not at all sorry about what they did.,1
 It's okay to be mad at your family members if they did something wrong.,They never intended to or are not aware of what they did.,0
 It's okay to be mad at your family members if they did something wrong.,They knew full well what they were doing and that it would hurt you and did it anyway.,1
 It's okay to be mad at your family members if they did something wrong.,They did it for you.,0
 It's okay to be mad at your family members if they did something wrong.,They blamed you for it.,1
 It's fine to want to give things to your younger relatives.,They are too underage for some items.,0
 It's fine to want to give things to your younger relatives.,It is family heirlooms.,1
 It's fine to want to give things to your younger relatives.,You're giving them things that will hurt them.,0
 It's fine to want to give things to your younger relatives.,You're giving them things that are sentimental.,1
 It's fine to want to give things to your younger relatives.,your younger relatives already have more than they need and are ungrateful and unappreciative.,0
 It's fine to want to give things to your younger relatives.,your younger relatives are not as well off as you and could use a helping hand.,1
 It's fine to want to give things to your younger relatives.,You neglect your own children.,0
 It's fine to want to give things to your younger relatives.,They don't have much.,1
 It's fine to want to give things to your younger relatives.,You have a lot of hand me downs,1
 It's understandable to want your friends to stay together.,You think one of your friends is a jerk.,0
 It's understandable to want your friends to stay together.,You're really happy with your life as it is and you don't want anything to change.,1
 It's understandable to want your friends to stay together.,they move to different states.,0
 It's understandable to want your friends to stay together.,you all still live in the same city.,1
 It's understandable to want your friends to stay together.,They are no good for each other.,0
 It's understandable to want your friends to stay together.,You played matchmaker.,1
 It's understandable to want your friends to stay together.,You move away from each other,0
 It's understandable to want your friends to stay together.,They are your best friends,1
 It's understandable to want your friends to stay together.,Your friends are feuding,0
 It's understandable to want your friends to stay together.,Your friends have been dating for a long time,1
 You shouldn't expect someone to spend time with you whenever you want them to.,it is their job.,0
 You shouldn't expect someone to spend time with you whenever you want them to.,they have a life of their own.,1
 You shouldn't expect someone to spend time with you whenever you want them to.,The other person is your partner.,0
 You shouldn't expect someone to spend time with you whenever you want them to.,You don't know the other person that well.,1
 You shouldn't expect someone to spend time with you whenever you want them to.,That person is your parent and you are a young child.,0
 You shouldn't expect someone to spend time with you whenever you want them to.,That person works long hours and has a family of their own to tend to.,1
 You shouldn't expect someone to spend time with you whenever you want them to.,they want to spend all their time with you too.,0
 You shouldn't expect someone to spend time with you whenever you want them to.,they indicate that they don't want to spend so much time with you.,1
 You shouldn't expect someone to spend time with you whenever you want them to.,That person promised to spend all their time together.,0
 You shouldn't expect someone to spend time with you whenever you want them to.,You know they enjoy activities you don't like.,1
 It is understandable to want your children to be realistic.,Your idea of 'realistic' is living a life that looks exactly like yours.,0
 It is understandable to want your children to be realistic.,Their only professional ambitions are rock star or sports star.,1
 It is understandable to want your children to be realistic.,They are very young.,0
 It is understandable to want your children to be realistic.,They are teens.,1
 It is understandable to want your children to be realistic.,They are using their imaginations during playtime.,0
 It is understandable to want your children to be realistic.,They are doing homework.,1
 It is understandable to want your children to be realistic.,You want to encourage them to dream big.,0
 It is understandable to want your children to be realistic.,They are choosing a college major.,1
 It is understandable to want your children to be realistic.,They're very young.,0
 It is understandable to want your children to be realistic.,They're talking about future careers.,1
 It's rude to steal a cab.,You're an actor on a movie set.,0
 It's rude to steal a cab.,You use violence to steal the cab.,1
 It's rude to steal a cab.,You're desperate to get someone who's bleeding out to the hospital.,0
 It's rude to steal a cab.,You just want to go joyriding.,1
 It's rude to steal a cab.,You are in an emergency and need to get to the hospital.,0
 It's rude to steal a cab.,You hurt the driver when you stole the cab.,1
 It's rude to steal a cab.,You have a medical emergency,0
 It's rude to steal a cab.,It is raining,1
 It's rude to steal a cab.,You're a secret agent trying to catch a terrorist.,0
 It's rude to steal a cab.,You're trying to get to work.,1
 It's understandable to be uncomfortable with the fact that your significant other has a history before you.,They are in a coma.,0
 It's understandable to be uncomfortable with the fact that your significant other has a history before you.,You want a healthy relationship.,1
 It's understandable to be uncomfortable with the fact that your significant other has a history before you.,You dated a lot of people before dating your significant other.,0
 It's understandable to be uncomfortable with the fact that your significant other has a history before you.,This is your first relationship.,1
 It's understandable to be uncomfortable with the fact that your significant other has a history before you.,Your own history is truly disreputable.,0
 It's understandable to be uncomfortable with the fact that your significant other has a history before you.,They dated lots of people.,1
 It's understandable to be uncomfortable with the fact that your significant other has a history before you.,you have no reason not to trust your partner,0
 It's understandable to be uncomfortable with the fact that your significant other has a history before you.,your partner has a history of cheating,1
 It's understandable to be uncomfortable with the fact that your significant other has a history before you.,You are confident and have a healthy self esteem.,0
 It's understandable to be uncomfortable with the fact that your significant other has a history before you.,You are feeling very insecure about your body.,1
 you should not insult your parents.,They are bigoted,0
 you should not insult your parents.,They are paying off your debt for you and are just proceeding at a slower pace,1
 you should not insult your parents.,you are all joking around.,0
 you should not insult your parents.,you respect your parents.,1
 you should not insult your parents.,They beat you and lock you in a closet.,0
 you should not insult your parents.,They give you an allowance worth thousands of dollars.,1
 you should not insult your parents.,They have hurt you badly.,0
 you should not insult your parents.,They have not said anything to you.,1
 you should not insult your parents.,They have insulted you based on your weight.,0
 you should not insult your parents.,They are paying your rent.,1
 Relatives should be willing to help each other for important events like a wedding.,They've been estranged for years.,0
 Relatives should be willing to help each other for important events like a wedding.,"They have relevant skills, like being a caterer or florist.",1
 Relatives should be willing to help each other for important events like a wedding.,They no longer talk to that family member.,0
 Relatives should be willing to help each other for important events like a wedding.,They are a close family.,1
 Relatives should be willing to help each other for important events like a wedding.,They can't afford it,0
 Relatives should be willing to help each other for important events like a wedding.,others have helped them,1
 Relatives should be willing to help each other for important events like a wedding.,They live too far away.,0
 Relatives should be willing to help each other for important events like a wedding.,They're close by.,1
 Relatives should be willing to help each other for important events like a wedding.,they are toxic relationships.,0
 Relatives should be willing to help each other for important events like a wedding.,they are a loving family.,1
 It's hurtful not to trust those you love.,They have have continuously broke your trust.,0
 It's hurtful not to trust those you love.,They have been nothing but loyal to you.,1
 It's hurtful not to trust those you love.,they've done nothing to deserve it.,0
 It's hurtful not to trust those you love.,they've always been good to you.,1
 It's hurtful not to trust those you love.,they've given you reason,0
 It's hurtful not to trust those you love.,you want them to feel close to you,1
 It's hurtful not to trust those you love.,Your loved ones have abused your trust a lot of times.,0
 It's hurtful not to trust those you love.,Your loved ones have never lied to you.,1
 It's hurtful not to trust those you love.,Those you love are abusive.,0
 It's hurtful not to trust those you love.,Your loved ones are always honest with you.,1
" It's understandable that sometimes, relatives make unreasonable demands.",They want you to stop leaving the toilet seat up.,0
" It's understandable that sometimes, relatives make unreasonable demands.",You are contributing your fair share for rent and chores.,1
" It's understandable that sometimes, relatives make unreasonable demands.",they have a right to because you made them a promise.,0
" It's understandable that sometimes, relatives make unreasonable demands.",they are known to be selfish.,1
" It's understandable that sometimes, relatives make unreasonable demands.",They are relatives you have never met.,0
" It's understandable that sometimes, relatives make unreasonable demands.",They suffer from dementia.,1
" It's understandable that sometimes, relatives make unreasonable demands.",unless they do it very frequently,0
" It's understandable that sometimes, relatives make unreasonable demands.",you are the head of the family,1
" It's understandable that sometimes, relatives make unreasonable demands.",Those relatives are children.,0
" It's understandable that sometimes, relatives make unreasonable demands.",The relatives are aged family members.,1
 It's wrong to favor one family member over another.,That family member is the only person who treats you with civility,0
 It's wrong to favor one family member over another.,You prefer one twin over the other just because you like boys more than girls,1
 It's wrong to favor one family member over another.,the family member is an infant that needs more care.,0
 It's wrong to favor one family member over another.,you want your children to be happy.,1
 It's wrong to favor one family member over another.,One of them is your biological child and the other is your spouse's child from another marriage.,0
 It's wrong to favor one family member over another.,They are both babies.,1
 It's wrong to favor one family member over another.,One family member is dead.,0
 It's wrong to favor one family member over another.,They are twins.,1
 It's wrong to favor one family member over another.,You grew up with one family member and not the other.,0
 It's wrong to favor one family member over another.,They are your twin babies.,1
 You shouldn't curse at your family.,You're roasting them with humor.,0
 You shouldn't curse at your family.,Children are present.,1
 You shouldn't curse at your family.,you're doing it as a joke.,0
 You shouldn't curse at your family.,it alarms them.,1
 You shouldn't curse at your family.,you are all comfortable using that language.,0
 You shouldn't curse at your family.,you will offend a family member.,1
 You shouldn't curse at your family.,They say rude things about you,0
 You shouldn't curse at your family.,They are very religious,1
 You shouldn't curse at your family.,they've truly upset you and you don't do it regularly,0
 You shouldn't curse at your family.,you want them to respect you,1
 It's wrong to not raise your child in a civilized way.,"After the drone strikes, the extended family took shelter in a hillside cave.",0
 It's wrong to not raise your child in a civilized way.,The meaning of good manners need not evaporate in the playground slide ladder queue.,1
 It's wrong to not raise your child in a civilized way.,your children are your puppies.,0
 It's wrong to not raise your child in a civilized way.,you live in a city.,1
 It's wrong to not raise your child in a civilized way.,you want your child to be a productive member of society when they grow up.,1
 It's wrong to not raise your child in a civilized way.,You are part of an African tribe.,0
 It's wrong to not raise your child in a civilized way.,You want them to be a productive member of society.,1
 It's wrong to not raise your child in a civilized way.,You live in the jungle in the Amazon.,0
 It's wrong to not raise your child in a civilized way.,You live in a suburb in the United States.,1
 It's rude to fall asleep on your significant other all the time.,you have sleeping sickness,0
 It's rude to fall asleep on your significant other all the time.,you are very heavy,1
 It's rude to fall asleep on your significant other all the time.,you work a lot during the day,0
 It's rude to fall asleep on your significant other all the time.,your significant other is planning to have sex with you,1
 It's rude to fall asleep on your significant other all the time.,it is bedtime and you are in bed.,0
 It's rude to fall asleep on your significant other all the time.,you are listening to them talk about their day.,1
 It's rude to fall asleep on your significant other all the time.,They really like it when you touch them and cuddle you back when you do.,0
 It's rude to fall asleep on your significant other all the time.,They have asked you for more space especially in the bedroom.,1
 It's rude to fall asleep on your significant other all the time.,you have a sleep disorder.,0
 It's rude to fall asleep on your significant other all the time.,you are unemployed.,1
 Families are expected to work out any issues together.,There is abuse involved.,0
 Families are expected to work out any issues together.,They don't have anyone else but each other.,1
 Families are expected to work out any issues together.,One family member is abusive and violent.,0
 Families are expected to work out any issues together.,The issues are small and easily fixed.,1
 Families are expected to work out any issues together.,Everyone in the family hates each other,0
 Families are expected to work out any issues together.,They all love each other,1
 Families are expected to work out any issues together.,the members feel that they should be private with their issues,0
 Families are expected to work out any issues together.,the issues are causing a rift among them,1
 Families are expected to work out any issues together.,they did something behind one another's backs,0
 Families are expected to work out any issues together.,they have a strong bond of loyalty,1
 It's wrong to let friends down when they really need you.,there was no way to avoid it.,0
 It's wrong to let friends down when they really need you.,it is something simple for you to do.,1
 It's wrong to let friends down when they really need you.,Helping them would mean hurting yourself worse.,0
 It's wrong to let friends down when they really need you.,You want to remain friends.,1
 It's wrong to let friends down when they really need you.,they are asking you to do something illegal.,0
 It's wrong to let friends down when they really need you.,they had a family member die and need a shoulder to lean on.,1
 It's wrong to let friends down when they really need you.,you are too mentally fragile to deal with things.,0
 It's wrong to let friends down when they really need you.,they are really counting on you for support.,1
 It's wrong to let friends down when they really need you.,You are deathly ill and simply cannot do so.,0
 It's wrong to let friends down when they really need you.,They are suicidal.,1
 It is good to talk to your boyfriend about their health.,Your boyfriend has a hereditary disease and wants family privacy.,0
 It is good to talk to your boyfriend about their health.,Your boyfriend's health may affect your health.,1
 It is good to talk to your boyfriend about their health.,They are active and fit.,0
 It is good to talk to your boyfriend about their health.,They are eating a lot of junk food.,1
 It is good to talk to your boyfriend about their health.,it is something embarassing,0
 It is good to talk to your boyfriend about their health.,you just got an important diagnosis done,1
 It is good to talk to your boyfriend about their health.,They appear as if something is seriously wrong with their health.,1
 It is good to talk to your boyfriend about their health.,They already got a clean bill of health at this year's physical.,0
 It is good to talk to your boyfriend about their health.,Your boyfriend is obese or an alcoholic.,1
