hyp1,hyp2,obs1,obs2,label,settings,hyp1_paraphrase,original_example_id,id,hyp1_paraphrase_invalid,annotator,annotation_id,created_at,updated_at,lead_time
Then the lightening struct and the power turned on.,The cable went out on my street after the storm.,Last night I was trying to watch television.,Thankfully the next day it worked again.,2,,Then the power came back on after the lightning struck.,2872,185822,valid,1,12151,2022-10-04T13:56:00.539738Z,2022-10-04T13:56:00.539761Z,0.897
Then the lightening struct and the power turned on.,The cable went out on my street after the storm.,Last night I was trying to watch television.,Thankfully the next day it worked again.,2,,"Suddenly, the power came back on as a result of the lightning striking.",2872,185821,valid,1,12150,2022-10-04T13:55:59.276279Z,2022-10-04T13:55:59.276298Z,1.248
Then the lightening struct and the power turned on.,The cable went out on my street after the storm.,Last night I was trying to watch television.,Thankfully the next day it worked again.,2,,The power came back on after a strike of lightning.,2872,185820,valid,1,12149,2022-10-04T13:55:57.786243Z,2022-10-04T13:55:57.786261Z,2.288
Then the lightening struct and the power turned on.,The cable went out on my street after the storm.,Last night I was trying to watch television.,Thankfully the next day it worked again.,2,,The power came back on after the lightning struck.,2872,185819,valid,1,12148,2022-10-04T13:55:55.236669Z,2022-10-04T13:55:55.236687Z,2.096
Then the lightening struct and the power turned on.,The cable went out on my street after the storm.,Last night I was trying to watch television.,Thankfully the next day it worked again.,2,,"After the lightening struck, the power came back on.",2872,185818,valid,1,12147,2022-10-04T13:55:52.868012Z,2022-10-04T13:55:52.868032Z,1.385
Then the lightening struct and the power turned on.,The cable went out on my street after the storm.,Last night I was trying to watch television.,Thankfully the next day it worked again.,2,,Then the lightning struck and the power came back on.,2872,185817,valid,1,12146,2022-10-04T13:55:51.097211Z,2022-10-04T13:55:51.097228Z,2.48
Then the lightening struct and the power turned on.,The cable went out on my street after the storm.,Last night I was trying to watch television.,Thankfully the next day it worked again.,2,,The power came back on after a lightning strike.,2872,185816,invalid,1,12145,2022-10-04T13:55:48.288525Z,2022-10-04T13:55:48.288549Z,12.424
"He was eating potato chips and crunching loudly, it was distracting, so Janet asked him to keep crunching.",Janet's boyfriend distracted her and she couldn't enjoy the show with his loud chewing.,Janet was trying to watch a movie with her boyfriend.,He couldn't chew quieter so he just stopped eating.,2,,"It was annoying how loudly he crunched on chips, so Janet asked him to keep doing it.",2232,185815,valid,1,12144,2022-10-04T13:55:35.447897Z,2022-10-04T13:55:35.447921Z,1.23
"He was eating potato chips and crunching loudly, it was distracting, so Janet asked him to keep crunching.",Janet's boyfriend distracted her and she couldn't enjoy the show with his loud chewing.,Janet was trying to watch a movie with her boyfriend.,He couldn't chew quieter so he just stopped eating.,2,,"He was eating potato chips and making a lot of noise, so Janet asked him to keep crunching.",2232,185814,valid,1,12143,2022-10-04T13:55:33.821098Z,2022-10-04T13:55:33.821122Z,1.104
"He was eating potato chips and crunching loudly, it was distracting, so Janet asked him to keep crunching.",Janet's boyfriend distracted her and she couldn't enjoy the show with his loud chewing.,Janet was trying to watch a movie with her boyfriend.,He couldn't chew quieter so he just stopped eating.,2,,"The noise he made while eating potato chips was disruptive, so Janet asked him to keep crunching.",2232,185813,valid,1,12142,2022-10-04T13:55:32.216006Z,2022-10-04T13:55:32.216032Z,1.902
"He was eating potato chips and crunching loudly, it was distracting, so Janet asked him to keep crunching.",Janet's boyfriend distracted her and she couldn't enjoy the show with his loud chewing.,Janet was trying to watch a movie with her boyfriend.,He couldn't chew quieter so he just stopped eating.,2,,"The sound of him eating potato chips was really distracting, so Janet asked him to keep crunching.",2232,185812,valid,1,12141,2022-10-04T13:55:30.049491Z,2022-10-04T13:55:30.049509Z,1.268
"He was eating potato chips and crunching loudly, it was distracting, so Janet asked him to keep crunching.",Janet's boyfriend distracted her and she couldn't enjoy the show with his loud chewing.,Janet was trying to watch a movie with her boyfriend.,He couldn't chew quieter so he just stopped eating.,2,,"He was making a lot of noise while eating potato chips, and it was really distracting, so Janet asked him to continue making the noise.",2232,185811,valid,1,12140,2022-10-04T13:55:28.460878Z,2022-10-04T13:55:28.460901Z,1.882
"He was eating potato chips and crunching loudly, it was distracting, so Janet asked him to keep crunching.",Janet's boyfriend distracted her and she couldn't enjoy the show with his loud chewing.,Janet was trying to watch a movie with her boyfriend.,He couldn't chew quieter so he just stopped eating.,2,,"She was trying to concentrate, but his chomping on chips was too loud and distracting, so she asked him to keep doing it.",2232,185810,valid,1,12139,2022-10-04T13:55:26.263153Z,2022-10-04T13:55:26.263175Z,1.844
"He was eating potato chips and crunching loudly, it was distracting, so Janet asked him to keep crunching.",Janet's boyfriend distracted her and she couldn't enjoy the show with his loud chewing.,Janet was trying to watch a movie with her boyfriend.,He couldn't chew quieter so he just stopped eating.,2,,"He was eating potato chips and crunching loudly, and it was distracting Janet, so she asked him to keep crunching.",2232,185809,valid,1,12138,2022-10-04T13:55:23.871367Z,2022-10-04T13:55:23.871386Z,3.15
"He was eating potato chips and crunching loudly, it was distracting, so Janet asked him to keep crunching.",Janet's boyfriend distracted her and she couldn't enjoy the show with his loud chewing.,Janet was trying to watch a movie with her boyfriend.,He couldn't chew quieter so he just stopped eating.,2,,"The noise from him eating potato chips was very distracting, so Janet asked him to keep crunching.",2232,185808,valid,1,12137,2022-10-04T13:55:20.209302Z,2022-10-04T13:55:20.209341Z,1.513
"He was eating potato chips and crunching loudly, it was distracting, so Janet asked him to keep crunching.",Janet's boyfriend distracted her and she couldn't enjoy the show with his loud chewing.,Janet was trying to watch a movie with her boyfriend.,He couldn't chew quieter so he just stopped eating.,2,,"The crunching noise he made while eating potato chips was distracting, so Janet asked him to keep doing it.",2232,185807,valid,1,12136,2022-10-04T13:55:18.422905Z,2022-10-04T13:55:18.422929Z,1.946
"He was eating potato chips and crunching loudly, it was distracting, so Janet asked him to keep crunching.",Janet's boyfriend distracted her and she couldn't enjoy the show with his loud chewing.,Janet was trying to watch a movie with her boyfriend.,He couldn't chew quieter so he just stopped eating.,2,,"He was making a lot of noise while he ate his chips, and it was quite distracting. So Janet asked him to keep crunching.",2232,185806,valid,1,12135,2022-10-04T13:55:16.207353Z,2022-10-04T13:55:16.207371Z,9.581
Ann decided to take some tums.,Her friend gave her some caffeine pills.,Ann had a bad stomach ache.,They helped to settle her aching stomach.,1,,She decided to take some antacids.,1718,185805,valid,1,12134,2022-10-04T13:55:06.343366Z,2022-10-04T13:55:06.343384Z,1.611
Ann decided to take some tums.,Her friend gave her some caffeine pills.,Ann had a bad stomach ache.,They helped to settle her aching stomach.,1,,She came to the conclusion that she needed to take some tums.,1718,185804,invalid,1,12133,2022-10-04T13:55:04.261282Z,2022-10-04T13:55:04.261801Z,5.733
Ann decided to take some tums.,Her friend gave her some caffeine pills.,Ann had a bad stomach ache.,They helped to settle her aching stomach.,1,,Ann chose to take some antacids.,1718,185803,valid,1,12132,2022-10-04T13:54:58.190691Z,2022-10-04T13:54:58.190713Z,1.243
Ann decided to take some tums.,Her friend gave her some caffeine pills.,Ann had a bad stomach ache.,They helped to settle her aching stomach.,1,,Ann chose to take some tums to help with her stomach pain.,1718,185802,valid,1,12131,2022-10-04T13:54:56.504919Z,2022-10-04T13:54:56.504937Z,4.043
Ann decided to take some tums.,Her friend gave her some caffeine pills.,Ann had a bad stomach ache.,They helped to settle her aching stomach.,1,,Ann chose to take some Tums to alleviate her stomach discomfort.,1718,185801,valid,1,12130,2022-10-04T13:54:52.183237Z,2022-10-04T13:54:52.183254Z,1.855
Ann decided to take some tums.,Her friend gave her some caffeine pills.,Ann had a bad stomach ache.,They helped to settle her aching stomach.,1,,Ann decided to take an antacid for her stomach.,1718,185800,valid,1,12129,2022-10-04T13:54:49.629303Z,2022-10-04T13:54:49.629340Z,13.86
Ann decided to take some tums.,Her friend gave her some caffeine pills.,Ann had a bad stomach ache.,They helped to settle her aching stomach.,1,,Ann chose to take some tums.,1718,185799,valid,1,12128,2022-10-04T13:54:35.459175Z,2022-10-04T13:54:35.459197Z,157.027
Ann decided to take some tums.,Her friend gave her some caffeine pills.,Ann had a bad stomach ache.,They helped to settle her aching stomach.,1,,Ann chose to take some Tums.,1718,185798,valid,1,12127,2022-10-04T13:51:58.186157Z,2022-10-04T13:51:58.186180Z,1.214
Ann decided to take some tums.,Her friend gave her some caffeine pills.,Ann had a bad stomach ache.,They helped to settle her aching stomach.,1,,Ann decided to take some tums to relieve her heartburn.,1718,185797,invalid,1,12126,2022-10-04T13:51:53.402896Z,2022-10-04T13:51:55.662038Z,1.979
Ann decided to take some tums.,Her friend gave her some caffeine pills.,Ann had a bad stomach ache.,They helped to settle her aching stomach.,1,,Ann decided to take some antacids.,1718,185796,valid,1,12125,2022-10-04T13:51:51.656083Z,2022-10-04T13:51:51.656102Z,2.027
My parents are still alive.,My parents are buried in China.,"I am Chinese, born in America.",I bring food and wine to their graves to feed their spirits.,2,,My parents are still living.,902,185795,valid,1,12124,2022-10-04T13:51:49.255274Z,2022-10-04T13:51:49.255298Z,0.695
My parents are still alive.,My parents are buried in China.,"I am Chinese, born in America.",I bring food and wine to their graves to feed their spirits.,2,,My parents are still breathing.,902,185794,invalid,1,12123,2022-10-04T13:51:48.210595Z,2022-10-04T13:51:48.210617Z,1.398
My parents are still alive.,My parents are buried in China.,"I am Chinese, born in America.",I bring food and wine to their graves to feed their spirits.,2,,My parents are still alive and well.,902,185793,valid,1,12122,2022-10-04T13:51:46.499805Z,2022-10-04T13:51:46.499823Z,0.785
My parents are still alive.,My parents are buried in China.,"I am Chinese, born in America.",I bring food and wine to their graves to feed their spirits.,2,,My parents are still alive and breathing.,902,185792,valid,1,12121,2022-10-04T13:51:45.400840Z,2022-10-04T13:51:45.400866Z,1.509
My parents are still alive.,My parents are buried in China.,"I am Chinese, born in America.",I bring food and wine to their graves to feed their spirits.,2,,My parents haven't passed away yet.,902,185791,valid,1,12120,2022-10-04T13:51:43.633623Z,2022-10-04T13:51:43.633648Z,2.879
My parents are still alive.,My parents are buried in China.,"I am Chinese, born in America.",I bring food and wine to their graves to feed their spirits.,2,,My parents are both still alive.,902,185790,valid,1,12119,2022-10-04T13:51:40.476112Z,2022-10-04T13:51:40.476133Z,2.946
The entire class conspired to look at a valuable gemstone.,Other kids in the class drew on a famous piece of art.,Sam and Mark went on a field trip to the museum.,The entire class was kicked out of the museum forever.,2,,The entire class made a pact to look at a precious gemstone.,1839,185789,valid,1,12118,2022-10-04T13:51:37.270201Z,2022-10-04T13:51:37.270223Z,1.001
The entire class conspired to look at a valuable gemstone.,Other kids in the class drew on a famous piece of art.,Sam and Mark went on a field trip to the museum.,The entire class was kicked out of the museum forever.,2,,The entire class decided to look at a valuable gemstone together.,1839,185788,valid,1,12117,2022-10-04T13:51:35.902520Z,2022-10-04T13:51:35.902537Z,1.258
The entire class conspired to look at a valuable gemstone.,Other kids in the class drew on a famous piece of art.,Sam and Mark went on a field trip to the museum.,The entire class was kicked out of the museum forever.,2,,Everyone in class made a plan to sneak a peek at the precious gemstone.,1839,185787,valid,1,12116,2022-10-04T13:51:34.360809Z,2022-10-04T13:51:34.360827Z,1.03
The entire class conspired to look at a valuable gemstone.,Other kids in the class drew on a famous piece of art.,Sam and Mark went on a field trip to the museum.,The entire class was kicked out of the museum forever.,2,,The entire class worked together to view a valuable gemstone.,1839,185786,valid,1,12115,2022-10-04T13:51:33.076991Z,2022-10-04T13:51:33.077008Z,0.813
The entire class conspired to look at a valuable gemstone.,Other kids in the class drew on a famous piece of art.,Sam and Mark went on a field trip to the museum.,The entire class was kicked out of the museum forever.,2,,All the students in the class hatched a plan to look at a valuable gemstone.,1839,185785,valid,1,12114,2022-10-04T13:51:31.824950Z,2022-10-04T13:51:31.824968Z,0.986
The entire class conspired to look at a valuable gemstone.,Other kids in the class drew on a famous piece of art.,Sam and Mark went on a field trip to the museum.,The entire class was kicked out of the museum forever.,2,,The whole class made a plan to look at a very special gemstone.,1839,185784,valid,1,12113,2022-10-04T13:51:30.581788Z,2022-10-04T13:51:30.581806Z,1.085
The entire class conspired to look at a valuable gemstone.,Other kids in the class drew on a famous piece of art.,Sam and Mark went on a field trip to the museum.,The entire class was kicked out of the museum forever.,2,,The entire class worked together to view a precious gemstone.,1839,185783,valid,1,12112,2022-10-04T13:51:29.040503Z,2022-10-04T13:51:29.040521Z,1.024
The entire class conspired to look at a valuable gemstone.,Other kids in the class drew on a famous piece of art.,Sam and Mark went on a field trip to the museum.,The entire class was kicked out of the museum forever.,2,,The class worked together to look at a valuable gemstone.,1839,185782,valid,1,12111,2022-10-04T13:51:27.607594Z,2022-10-04T13:51:27.607618Z,0.885
The entire class conspired to look at a valuable gemstone.,Other kids in the class drew on a famous piece of art.,Sam and Mark went on a field trip to the museum.,The entire class was kicked out of the museum forever.,2,,The entire class schemed to look at a valuable gemstone.,1839,185781,valid,1,12110,2022-10-04T13:51:26.395907Z,2022-10-04T13:51:26.395925Z,1.332
The entire class conspired to look at a valuable gemstone.,Other kids in the class drew on a famous piece of art.,Sam and Mark went on a field trip to the museum.,The entire class was kicked out of the museum forever.,2,,Everyone in class colluded to sneak a peek at the precious gemstone.,1839,185780,valid,1,12109,2022-10-04T13:51:24.355669Z,2022-10-04T13:51:24.355695Z,7.514
Alex spilled milk on his sister and laughed.,He was not supposed to sleep by himself.,Alex went to the kitchen to have breakfast.,His mother put him on time out for an hour.,1,,He accidentally knocked over milk onto his sister and found it amusing.,2413,185779,invalid,1,12108,2022-10-04T13:51:16.371675Z,2022-10-04T13:51:16.371699Z,1.944
Alex spilled milk on his sister and laughed.,He was not supposed to sleep by himself.,Alex went to the kitchen to have breakfast.,His mother put him on time out for an hour.,1,,He was amused when milk ended up drenching his sister accidentally.,2413,185778,invalid,1,12107,2022-10-04T13:51:14.050156Z,2022-10-04T13:51:14.050179Z,1.486
Alex spilled milk on his sister and laughed.,He was not supposed to sleep by himself.,Alex went to the kitchen to have breakfast.,His mother put him on time out for an hour.,1,,Alex accidentally got milk on his sister and found it hilarious.,2413,185777,invalid,1,12106,2022-10-04T13:51:12.282393Z,2022-10-04T13:51:12.282434Z,0.946
Alex spilled milk on his sister and laughed.,He was not supposed to sleep by himself.,Alex went to the kitchen to have breakfast.,His mother put him on time out for an hour.,1,,"While his sister was cleaning up the milk he spilled, Alex found the whole incident amusing and chuckled to himself.",2413,185776,invalid,1,12105,2022-10-04T13:51:11.053600Z,2022-10-04T13:51:11.053625Z,1.942
Alex spilled milk on his sister and laughed.,He was not supposed to sleep by himself.,Alex went to the kitchen to have breakfast.,His mother put him on time out for an hour.,1,,He laughed when he accidentally spilt milk on his sister.,2413,185775,invalid,1,12104,2022-10-04T13:51:08.815986Z,2022-10-04T13:51:08.816003Z,1.154
Alex spilled milk on his sister and laughed.,He was not supposed to sleep by himself.,Alex went to the kitchen to have breakfast.,His mother put him on time out for an hour.,1,,milk all over his sister and found it amusing.,2413,185774,invalid,1,12103,2022-10-04T13:51:07.323187Z,2022-10-04T13:51:07.323204Z,1.36
Alex spilled milk on his sister and laughed.,He was not supposed to sleep by himself.,Alex went to the kitchen to have breakfast.,His mother put him on time out for an hour.,1,,Alex laughed when he accidentally spilled milk on his sister.,2413,185773,invalid,1,12102,2022-10-04T13:51:05.601499Z,2022-10-04T13:51:05.601523Z,2.886
Alex spilled milk on his sister and laughed.,He was not supposed to sleep by himself.,Alex went to the kitchen to have breakfast.,His mother put him on time out for an hour.,1,,Alex caused his sister to get milk all over her and thought it was hilarious.,2413,185772,invalid,1,12101,2022-10-04T13:51:02.369042Z,2022-10-04T13:51:02.369066Z,1.257
Alex spilled milk on his sister and laughed.,He was not supposed to sleep by himself.,Alex went to the kitchen to have breakfast.,His mother put him on time out for an hour.,1,,Alex's sister got mad when he accidentally spilled milk on her and laughed.,2413,185771,invalid,1,12100,2022-10-04T13:51:00.772957Z,2022-10-04T13:51:00.772975Z,1.199
Alex spilled milk on his sister and laughed.,He was not supposed to sleep by himself.,Alex went to the kitchen to have breakfast.,His mother put him on time out for an hour.,1,,He laughed when milk accidentally got spilled on his sister.,2413,185770,invalid,1,12099,2022-10-04T13:50:59.217076Z,2022-10-04T13:50:59.217094Z,6.646
Jenny fell off a tiger.,Jenny fell off a horse.,Jenny wanted to learn how to ride a horse.,She didn't want to ride a horse again.,2,,Jenny had a mishap when she tumbled off a tiger.,1139,185769,invalid,1,12098,2022-10-04T13:50:52.261226Z,2022-10-04T13:50:52.261244Z,1.292
Jenny fell off a tiger.,Jenny fell off a horse.,Jenny wanted to learn how to ride a horse.,She didn't want to ride a horse again.,2,,Jenny was injured when she fell off a tiger.,1139,185768,invalid,1,12097,2022-10-04T13:50:50.678523Z,2022-10-04T13:50:50.678541Z,1.782
Jenny fell off a tiger.,Jenny fell off a horse.,Jenny wanted to learn how to ride a horse.,She didn't want to ride a horse again.,2,,Jenny tumbled off a tiger.,1139,185767,valid,1,12096,2022-10-04T13:50:48.573894Z,2022-10-04T13:50:48.573920Z,0.851
Jenny fell off a tiger.,Jenny fell off a horse.,Jenny wanted to learn how to ride a horse.,She didn't want to ride a horse again.,2,,Jenny took a tumble when she fell off a tiger.,1139,185766,valid,1,12095,2022-10-04T13:50:47.144932Z,2022-10-04T13:50:47.144958Z,1.637
Jenny fell off a tiger.,Jenny fell off a horse.,Jenny wanted to learn how to ride a horse.,She didn't want to ride a horse again.,2,,"While riding a tiger, Jenny tumbled off.",1139,185765,valid,1,12094,2022-10-04T13:50:44.990201Z,2022-10-04T13:50:44.990227Z,1.077
Jenny fell off a tiger.,Jenny fell off a horse.,Jenny wanted to learn how to ride a horse.,She didn't want to ride a horse again.,2,,Jenny had an accident and fell off a tiger.,1139,185764,invalid,1,12093,2022-10-04T13:50:43.397052Z,2022-10-04T13:50:43.397070Z,1.589
Jenny fell off a tiger.,Jenny fell off a horse.,Jenny wanted to learn how to ride a horse.,She didn't want to ride a horse again.,2,,Jenny fell off a tiger while she was trying to ride it.,1139,185763,valid,1,12092,2022-10-04T13:50:41.467910Z,2022-10-04T13:50:41.467928Z,7.011
he was smart and knew the information.,Evan took his test by himself.,Evan forget to study for his math test.,Evan got an A on the test but his classmate was accused of cheating.,1,,He was intelligent and had a grasp on the material.,26,185762,valid,1,12091,2022-10-04T13:50:34.134861Z,2022-10-04T13:50:34.134879Z,1.054
he was smart and knew the information.,Evan took his test by himself.,Evan forget to study for his math test.,Evan got an A on the test but his classmate was accused of cheating.,1,,He was smart and had a good grasp of the information.,26,185761,valid,1,12090,2022-10-04T13:50:32.608331Z,2022-10-04T13:50:32.608348Z,1.592
he was smart and knew the information.,Evan took his test by himself.,Evan forget to study for his math test.,Evan got an A on the test but his classmate was accused of cheating.,1,,He was smart and he knew the information.,26,185760,invalid,1,12089,2022-10-04T13:50:26.572773Z,2022-10-04T13:50:29.448853Z,1.47
he was smart and knew the information.,Evan took his test by himself.,Evan forget to study for his math test.,Evan got an A on the test but his classmate was accused of cheating.,1,,He was intelligent and knew the material well.,26,185759,valid,1,12088,2022-10-04T13:50:25.497176Z,2022-10-04T13:50:25.497199Z,1.375
he was smart and knew the information.,Evan took his test by himself.,Evan forget to study for his math test.,Evan got an A on the test but his classmate was accused of cheating.,1,,He was brilliant and had a comprehensive understanding of the subject matter.,26,185758,valid,1,12087,2022-10-04T13:50:23.668055Z,2022-10-04T13:50:23.668073Z,3.108
he was smart and knew the information.,Evan took his test by himself.,Evan forget to study for his math test.,Evan got an A on the test but his classmate was accused of cheating.,1,,The man was intelligent and knew the material well.,26,185757,valid,1,12086,2022-10-04T13:50:20.255738Z,2022-10-04T13:50:20.255763Z,2.103
he was smart and knew the information.,Evan took his test by himself.,Evan forget to study for his math test.,Evan got an A on the test but his classmate was accused of cheating.,1,,The individual was intelligent and knew the material.,26,185756,invalid,1,12085,2022-10-04T13:50:17.714704Z,2022-10-04T13:50:17.714721Z,2.181
he was smart and knew the information.,Evan took his test by himself.,Evan forget to study for his math test.,Evan got an A on the test but his classmate was accused of cheating.,1,,he was intelligent and he knew the material.,26,185755,valid,1,12084,2022-10-04T13:50:15.083022Z,2022-10-04T13:50:15.083042Z,1.076
he was smart and knew the information.,Evan took his test by himself.,Evan forget to study for his math test.,Evan got an A on the test but his classmate was accused of cheating.,1,,He was intelligent and knew the required information.,26,185754,valid,1,12083,2022-10-04T13:50:13.647606Z,2022-10-04T13:50:13.647630Z,3.715
Julie tried almost all the flavors.,The ice cream made itself.,Julie had an ice cream social yesterday.,Everything tasted good.,1,,Julie sampled a bunch of the flavors to see which she liked best.,653,185753,invalid,1,12082,2022-10-04T13:50:09.467303Z,2022-10-04T13:50:09.467327Z,2.186
Julie tried almost all the flavors.,The ice cream made itself.,Julie had an ice cream social yesterday.,Everything tasted good.,1,,Julie sampled a variety of flavors.,653,185752,valid,1,12081,2022-10-04T13:50:07.013044Z,2022-10-04T13:50:07.013068Z,0.674
Julie tried almost all the flavors.,The ice cream made itself.,Julie had an ice cream social yesterday.,Everything tasted good.,1,,Julie sampled most of the flavors.,653,185751,valid,1,12080,2022-10-04T13:50:06.044573Z,2022-10-04T13:50:06.044589Z,0.614
Julie tried almost all the flavors.,The ice cream made itself.,Julie had an ice cream social yesterday.,Everything tasted good.,1,,Julie sampled almost every flavor.,653,185750,valid,1,12079,2022-10-04T13:50:05.087806Z,2022-10-04T13:50:05.087834Z,1.15
Julie tried almost all the flavors.,The ice cream made itself.,Julie had an ice cream social yesterday.,Everything tasted good.,1,,Julie nearly sample all the different flavors.,653,185749,valid,1,12078,2022-10-04T13:50:03.542824Z,2022-10-04T13:50:03.542850Z,0.76
Julie tried almost all the flavors.,The ice cream made itself.,Julie had an ice cream social yesterday.,Everything tasted good.,1,,Julie sampled most of the flavors on offer.,653,185748,valid,1,12077,2022-10-04T13:50:02.424316Z,2022-10-04T13:50:02.424353Z,1.228
Julie tried almost all the flavors.,The ice cream made itself.,Julie had an ice cream social yesterday.,Everything tasted good.,1,,Julie tasted nearly all of the flavor options.,653,185747,valid,1,12076,2022-10-04T13:50:00.794410Z,2022-10-04T13:50:00.794428Z,1.082
Julie tried almost all the flavors.,The ice cream made itself.,Julie had an ice cream social yesterday.,Everything tasted good.,1,,Julie tried a bunch of different flavors.,653,185746,valid,1,12075,2022-10-04T13:49:59.426154Z,2022-10-04T13:49:59.426176Z,1.042
Julie tried almost all the flavors.,The ice cream made itself.,Julie had an ice cream social yesterday.,Everything tasted good.,1,,Julie sampled nearly all the flavors available.,653,185745,valid,1,12074,2022-10-04T13:49:58.031898Z,2022-10-04T13:49:58.031915Z,6.313
Eileen old fitbit broke.,Eileen wanted to make sure her phone app was accurate.,Eileen liked to track her steps every day.,So she went to the store and bought another fitbit.,1,,Eileen's old fitbit stopped working properly.,2859,185744,valid,1,12073,2022-10-04T13:49:51.421686Z,2022-10-04T13:49:51.421705Z,1.799
Eileen old fitbit broke.,Eileen wanted to make sure her phone app was accurate.,Eileen liked to track her steps every day.,So she went to the store and bought another fitbit.,1,,Eileen's old Fitbit stopped working.,2859,185743,valid,1,12072,2022-10-04T13:49:49.306515Z,2022-10-04T13:49:49.306536Z,1.922
Eileen old fitbit broke.,Eileen wanted to make sure her phone app was accurate.,Eileen liked to track her steps every day.,So she went to the store and bought another fitbit.,1,,Eileen's Fitbit stopped working.,2859,185742,valid,1,12071,2022-10-04T13:49:47.100795Z,2022-10-04T13:49:47.100821Z,1.034
Eileen old fitbit broke.,Eileen wanted to make sure her phone app was accurate.,Eileen liked to track her steps every day.,So she went to the store and bought another fitbit.,1,,Eileen's old fitbit stopped working.,2859,185741,valid,1,12070,2022-10-04T13:49:45.756439Z,2022-10-04T13:49:45.756456Z,4.577
Eileen old fitbit broke.,Eileen wanted to make sure her phone app was accurate.,Eileen liked to track her steps every day.,So she went to the store and bought another fitbit.,1,,Eileen's old fitness tracker stopped working.,2859,185740,valid,1,12069,2022-10-04T13:49:40.917455Z,2022-10-04T13:49:40.917472Z,3.126
Alai had very little to file.,Alai tried to prepare his taxes but had some problems.,Alai had to file his taxes.,He went to a professional tax preparer instead.,2,,Alai did not have much to file away.,1731,185739,invalid,1,12068,2022-10-04T13:49:37.505821Z,2022-10-04T13:49:37.505845Z,8.202
Alai had very little to file.,Alai tried to prepare his taxes but had some problems.,Alai had to file his taxes.,He went to a professional tax preparer instead.,2,,Alai had very few items to file away.,1731,185738,invalid,1,12067,2022-10-04T13:49:28.948318Z,2022-10-04T13:49:28.948339Z,1.709
Alai had very little to file.,Alai tried to prepare his taxes but had some problems.,Alai had to file his taxes.,He went to a professional tax preparer instead.,2,,There wasn't much for Alai to file away.,1731,185737,invalid,1,12066,2022-10-04T13:49:26.884252Z,2022-10-04T13:49:26.884273Z,1.959
Alai had very little to file.,Alai tried to prepare his taxes but had some problems.,Alai had to file his taxes.,He went to a professional tax preparer instead.,2,,Alai had very few papers to file.,1731,185736,invalid,1,12065,2022-10-04T13:49:24.656526Z,2022-10-04T13:49:24.656543Z,1.346
Alai had very little to file.,Alai tried to prepare his taxes but had some problems.,Alai had to file his taxes.,He went to a professional tax preparer instead.,2,,There was barely anything for Alai to file away.,1731,185735,invalid,1,12064,2022-10-04T13:49:23.013737Z,2022-10-04T13:49:23.013754Z,1.797
Alai had very little to file.,Alai tried to prepare his taxes but had some problems.,Alai had to file his taxes.,He went to a professional tax preparer instead.,2,,Alai's filing was very minimal.,1731,185734,valid,1,12063,2022-10-04T13:49:20.938655Z,2022-10-04T13:49:20.938679Z,0.937
Alai had very little to file.,Alai tried to prepare his taxes but had some problems.,Alai had to file his taxes.,He went to a professional tax preparer instead.,2,,There was not much for Alai to file.,1731,185733,valid,1,12062,2022-10-04T13:49:19.619956Z,2022-10-04T13:49:19.619973Z,1.092
Alai had very little to file.,Alai tried to prepare his taxes but had some problems.,Alai had to file his taxes.,He went to a professional tax preparer instead.,2,,Alai had virtually nothing to file away.,1731,185732,valid,1,12061,2022-10-04T13:49:18.141003Z,2022-10-04T13:49:18.141026Z,7.599
Alai had very little to file.,Alai tried to prepare his taxes but had some problems.,Alai had to file his taxes.,He went to a professional tax preparer instead.,2,,Alai didn't have much to put in her filing cabinet.,1731,185731,invalid,1,12060,2022-10-04T13:49:10.149815Z,2022-10-04T13:49:10.149832Z,3.923
Fred's boss apologized for yelling at Fred last week.,Walt was a great worker.,Fred's boss called him into the office at the propane filling station.,Fred's boss gave him a large hug.,1,,"Last week, Fred's boss said sorry for losing his temper and yelling at Fred.",1393,185730,invalid,1,12059,2022-10-04T13:49:05.879499Z,2022-10-04T13:49:05.879523Z,2.047
Fred's boss apologized for yelling at Fred last week.,Walt was a great worker.,Fred's boss called him into the office at the propane filling station.,Fred's boss gave him a large hug.,1,,Fred's boss expressed remorse for shouting at Fred the previous week.,1393,185729,valid,1,12058,2022-10-04T13:49:03.497695Z,2022-10-04T13:49:03.497714Z,1.363
Fred's boss apologized for yelling at Fred last week.,Walt was a great worker.,Fred's boss called him into the office at the propane filling station.,Fred's boss gave him a large hug.,1,,"Last week, Fred's boss said sorry for yelling at him.",1393,185728,invalid,1,12057,2022-10-04T13:49:01.839165Z,2022-10-04T13:49:01.839188Z,0.854
Fred's boss apologized for yelling at Fred last week.,Walt was a great worker.,Fred's boss called him into the office at the propane filling station.,Fred's boss gave him a large hug.,1,,"last week, Fred's boss said sorry for raising his voice at Fred.",1393,185727,invalid,1,12056,2022-10-04T13:49:00.552476Z,2022-10-04T13:49:00.552500Z,1.519
Fred's boss apologized for yelling at Fred last week.,Walt was a great worker.,Fred's boss called him into the office at the propane filling station.,Fred's boss gave him a large hug.,1,,"I'm sorry for snapping at you last week, Fred.",1393,185726,invalid,1,12055,2022-10-04T13:48:58.682580Z,2022-10-04T13:48:58.682597Z,1.12
