hyp1,hyp2,obs1,obs2,label,settings,hyp1_paraphrase,original_example_id,id,hyp1_paraphrase_invalid,annotator,annotation_id,created_at,updated_at,lead_time
She decided to buy some self tanner at the drug store.,Maxine researched a treatment.,Maxine wants to have slightly darker skin.,Maxine is so happy that she no longer looks so pale.,1,"{'lexical': 0.25, 'syntactic': 0.45, 'semantic': 1.0}",Decided to buy some of her own poisoner at the pharmacy store.,2986,176831,invalid,1,8693,2022-10-03T15:24:22.335732Z,2022-10-03T15:24:22.335756Z,1.04
She decided to buy some self tanner at the drug store.,Maxine researched a treatment.,Maxine wants to have slightly darker skin.,Maxine is so happy that she no longer looks so pale.,1,"{'lexical': 0.55, 'syntactic': 0.5, 'semantic': 1.0}",Decided to buy a self-tanner in the drug store.,2986,176830,invalid,1,8692,2022-10-03T15:24:20.665104Z,2022-10-03T15:24:20.665128Z,1.111
She decided to buy some self tanner at the drug store.,Maxine researched a treatment.,Maxine wants to have slightly darker skin.,Maxine is so happy that she no longer looks so pale.,1,"{'lexical': 0.45, 'syntactic': 0.3, 'semantic': 1.0}",Her decision to buy a drugs store for her.,2986,176829,invalid,1,8691,2022-10-03T15:24:18.921316Z,2022-10-03T15:24:18.921338Z,0.793
She decided to buy some self tanner at the drug store.,Maxine researched a treatment.,Maxine wants to have slightly darker skin.,Maxine is so happy that she no longer looks so pale.,1,"{'lexical': 0.5, 'syntactic': 0.3, 'semantic': 0.9}",She's decided to buy a drugs store for her.,2986,176828,invalid,1,8690,2022-10-03T15:24:17.547563Z,2022-10-03T15:24:17.547585Z,1.354
She decided to buy some self tanner at the drug store.,Maxine researched a treatment.,Maxine wants to have slightly darker skin.,Maxine is so happy that she no longer looks so pale.,1,"{'lexical': 0.55, 'syntactic': 0.55, 'semantic': 0.9}",Decided to buy a drugs store for her.,2986,176827,invalid,1,8689,2022-10-03T15:24:15.785827Z,2022-10-03T15:24:15.785851Z,1.236
She decided to buy some self tanner at the drug store.,Maxine researched a treatment.,Maxine wants to have slightly darker skin.,Maxine is so happy that she no longer looks so pale.,1,"{'lexical': 0.2, 'syntactic': 0.3, 'semantic': 0.9}",She's decided to buy one of her own poisoners in the drug store.,2986,176826,invalid,1,8688,2022-10-03T15:24:13.965557Z,2022-10-03T15:24:13.965582Z,1.346
She decided to buy some self tanner at the drug store.,Maxine researched a treatment.,Maxine wants to have slightly darker skin.,Maxine is so happy that she no longer looks so pale.,1,"{'lexical': 0.35, 'syntactic': 0.25, 'semantic': 1.0}",She's decided to buy self-tanner in the drug store.,2986,176825,valid,1,8687,2022-10-03T15:24:11.887907Z,2022-10-03T15:24:11.887930Z,2.967
She decided to buy some self tanner at the drug store.,Maxine researched a treatment.,Maxine wants to have slightly darker skin.,Maxine is so happy that she no longer looks so pale.,1,"{'lexical': 0.2, 'syntactic': 0.2, 'semantic': 0.9}",She's decided to buy a drugs store for herself Tanner.,2986,176824,invalid,1,8686,2022-10-03T15:24:08.317009Z,2022-10-03T15:24:08.317031Z,1.351
She decided to buy some self tanner at the drug store.,Maxine researched a treatment.,Maxine wants to have slightly darker skin.,Maxine is so happy that she no longer looks so pale.,1,"{'lexical': 0.55, 'syntactic': 0.25, 'semantic': 0.75}",She's decided to buy an individual Tanner in the drug store.,2986,176823,invalid,1,8685,2022-10-03T15:24:06.230208Z,2022-10-03T15:24:06.230231Z,1.992
She decided to buy some self tanner at the drug store.,Maxine researched a treatment.,Maxine wants to have slightly darker skin.,Maxine is so happy that she no longer looks so pale.,1,"{'lexical': 0.2, 'syntactic': 0.2, 'semantic': 0.75}",Decided to buy a drug store for her own Tanner.,2986,176822,invalid,1,8684,2022-10-03T15:24:03.783748Z,2022-10-03T15:24:03.783770Z,2.201
She decided to buy some self tanner at the drug store.,Maxine researched a treatment.,Maxine wants to have slightly darker skin.,Maxine is so happy that she no longer looks so pale.,1,"{'lexical': 0.2, 'syntactic': 0.2, 'semantic': 0.7}",Decided to buy a drug store for her own.,2986,176821,invalid,1,8683,2022-10-03T15:23:53.189168Z,2022-10-03T15:23:53.189192Z,0.828
Louie realized he needed some food for cheap.,Louie lost his wallet and was hungry.,Louie walked to the subway.,Louie started begging for money so he could buy a hot dog.,2,"{'lexical': 0.55, 'syntactic': 0.55, 'semantic': 0.8}","Suddenly, Louie knew that he needed foodstuffs for cheap price.",2187,176820,invalid,1,8682,2022-10-03T15:23:51.899408Z,2022-10-03T15:23:51.899465Z,0.66
Louie realized he needed some food for cheap.,Louie lost his wallet and was hungry.,Louie walked to the subway.,Louie started begging for money so he could buy a hot dog.,2,"{'lexical': 0.55, 'syntactic': 0.55, 'semantic': 0.75}","Suddenly, Louie knew that she needed foodstuffs cheaply.",2187,176819,invalid,1,8681,2022-10-03T15:23:50.802691Z,2022-10-03T15:23:50.802711Z,0.737
Louie realized he needed some food for cheap.,Louie lost his wallet and was hungry.,Louie walked to the subway.,Louie started begging for money so he could buy a hot dog.,2,"{'lexical': 0.55, 'syntactic': 0.5, 'semantic': 1.0}","Clearly, Louie had to buy food from cheap.",2187,176818,invalid,1,8680,2022-10-03T15:23:49.445085Z,2022-10-03T15:23:49.445108Z,0.855
Louie realized he needed some food for cheap.,Louie lost his wallet and was hungry.,Louie walked to the subway.,Louie started begging for money so he could buy a hot dog.,2,"{'lexical': 0.55, 'syntactic': 0.4, 'semantic': 1.0}","Clearly, Louie had to buy food for cheap.",2187,176817,invalid,1,8679,2022-10-03T15:23:48.127817Z,2022-10-03T15:23:48.127840Z,0.755
Louie realized he needed some food for cheap.,Louie lost his wallet and was hungry.,Louie walked to the subway.,Louie started begging for money so he could buy a hot dog.,2,"{'lexical': 0.55, 'syntactic': 0.3, 'semantic': 0.8}",Louie's been told that he needs to eat cheaply.,2187,176816,invalid,1,8678,2022-10-03T15:23:46.714152Z,2022-10-03T15:23:46.714178Z,0.853
Louie realized he needed some food for cheap.,Louie lost his wallet and was hungry.,Louie walked to the subway.,Louie started begging for money so he could buy a hot dog.,2,"{'lexical': 0.55, 'syntactic': 0.2, 'semantic': 0.7}",Louie had come to the conclusion that he needed foodstuffs for cheap cheap,2187,176815,invalid,1,8677,2022-10-03T15:23:44.807709Z,2022-10-03T15:23:44.807734Z,0.826
Louie realized he needed some food for cheap.,Louie lost his wallet and was hungry.,Louie walked to the subway.,Louie started begging for money so he could buy a hot dog.,2,"{'lexical': 0.55, 'syntactic': 0.55, 'semantic': 1.0}","Clearly, Louie knew that he needed foodstuffs for cheap prices.",2187,176814,invalid,1,8676,2022-10-03T15:23:43.490480Z,2022-10-03T15:23:43.490501Z,0.728
Louie realized he needed some food for cheap.,Louie lost his wallet and was hungry.,Louie walked to the subway.,Louie started begging for money so he could buy a hot dog.,2,"{'lexical': 0.5, 'syntactic': 0.55, 'semantic': 0.7}",It's just that Louie knew that she needed foodstuffs cheap.,2187,176813,invalid,1,8675,2022-10-03T15:23:42.087842Z,2022-10-03T15:23:42.087867Z,0.624
Louie realized he needed some food for cheap.,Louie lost his wallet and was hungry.,Louie walked to the subway.,Louie started begging for money so he could buy a hot dog.,2,"{'lexical': 0.5, 'syntactic': 0.45, 'semantic': 0.7}",It's just that Louie realized that he needed foodstuffs for cheap,2187,176812,invalid,1,8674,2022-10-03T15:23:40.721908Z,2022-10-03T15:23:40.721933Z,0.706
Louie realized he needed some food for cheap.,Louie lost his wallet and was hungry.,Louie walked to the subway.,Louie started begging for money so he could buy a hot dog.,2,"{'lexical': 0.5, 'syntactic': 0.35, 'semantic': 1.0}",Louie's realization was that he needed food for cheap.,2187,176811,invalid,1,8673,2022-10-03T15:23:39.442209Z,2022-10-03T15:23:39.442225Z,0.721
Louie realized he needed some food for cheap.,Louie lost his wallet and was hungry.,Louie walked to the subway.,Louie started begging for money so he could buy a hot dog.,2,"{'lexical': 0.5, 'syntactic': 0.3, 'semantic': 0.75}",Louie's got it. He knows that he needs a little cheap food,2187,176810,invalid,1,8672,2022-10-03T15:23:38.266189Z,2022-10-03T15:23:38.266212Z,0.723
Louie realized he needed some food for cheap.,Louie lost his wallet and was hungry.,Louie walked to the subway.,Louie started begging for money so he could buy a hot dog.,2,"{'lexical': 0.5, 'syntactic': 0.3, 'semantic': 0.7}",Louie's got it. He knows that he needs a low-cost,2187,176809,invalid,1,8671,2022-10-03T15:23:36.829755Z,2022-10-03T15:23:36.829779Z,0.762
Louie realized he needed some food for cheap.,Louie lost his wallet and was hungry.,Louie walked to the subway.,Louie started begging for money so he could buy a hot dog.,2,"{'lexical': 0.5, 'syntactic': 0.2, 'semantic': 0.7}",Louie had come to the conclusion that she needed foodstuffs cheap.,2187,176808,invalid,1,8670,2022-10-03T15:23:35.581337Z,2022-10-03T15:23:35.581354Z,0.929
Louie realized he needed some food for cheap.,Louie lost his wallet and was hungry.,Louie walked to the subway.,Louie started begging for money so he could buy a hot dog.,2,"{'lexical': 0.45, 'syntactic': 0.45, 'semantic': 1.0}",Suddenly Louie realised that he needed food for cheap.,2187,176807,invalid,1,8669,2022-10-03T15:23:34.123247Z,2022-10-03T15:23:34.123270Z,0.876
Louie realized he needed some food for cheap.,Louie lost his wallet and was hungry.,Louie walked to the subway.,Louie started begging for money so he could buy a hot dog.,2,"{'lexical': 0.55, 'syntactic': 0.5, 'semantic': 0.8}",It's just that Louie knew that he needed foodstuffs cheap.,2187,176806,invalid,1,8668,2022-10-03T15:23:32.638706Z,2022-10-03T15:23:32.638731Z,1.109
Louie realized he needed some food for cheap.,Louie lost his wallet and was hungry.,Louie walked to the subway.,Louie started begging for money so he could buy a hot dog.,2,"{'lexical': 0.45, 'syntactic': 0.35, 'semantic': 0.8}","Louie's response came from somewhere, Louie knew that he needed food",2187,176805,invalid,1,8667,2022-10-03T15:23:30.933428Z,2022-10-03T15:23:30.933451Z,1.342
Louie realized he needed some food for cheap.,Louie lost his wallet and was hungry.,Louie walked to the subway.,Louie started begging for money so he could buy a hot dog.,2,"{'lexical': 0.45, 'syntactic': 0.2, 'semantic': 1.0}",Louie saw that he needed foodstuffs for cheap.,2187,176804,invalid,1,8666,2022-10-03T15:23:28.871944Z,2022-10-03T15:23:28.871970Z,0.724
Louie realized he needed some food for cheap.,Louie lost his wallet and was hungry.,Louie walked to the subway.,Louie started begging for money so he could buy a hot dog.,2,"{'lexical': 0.55, 'syntactic': 0.35, 'semantic': 1.0}",Louie's response came to say that he needed food for cheap.,2187,176803,invalid,1,8665,2022-10-03T15:23:27.309384Z,2022-10-03T15:23:27.309407Z,0.835
Louie realized he needed some food for cheap.,Louie lost his wallet and was hungry.,Louie walked to the subway.,Louie started begging for money so he could buy a hot dog.,2,"{'lexical': 0.55, 'syntactic': 0.2, 'semantic': 0.85}",Louie had come to the conclusion that he needed foodstuffs for cheap prices,2187,176802,invalid,1,8664,2022-10-03T15:23:25.947478Z,2022-10-03T15:23:25.947503Z,0.927
Louie realized he needed some food for cheap.,Louie lost his wallet and was hungry.,Louie walked to the subway.,Louie started begging for money so he could buy a hot dog.,2,"{'lexical': 0.45, 'syntactic': 0.4, 'semantic': 1.0}",Louie's response came to say he needed food for cheap.,2187,176801,invalid,1,8663,2022-10-03T15:23:24.454712Z,2022-10-03T15:23:24.454736Z,0.981
Louie realized he needed some food for cheap.,Louie lost his wallet and was hungry.,Louie walked to the subway.,Louie started begging for money so he could buy a hot dog.,2,"{'lexical': 0.35, 'syntactic': 0.55, 'semantic': 0.9}",It's just that Louie knew that he needed food for cheap.,2187,176800,invalid,1,8662,2022-10-03T15:23:22.910598Z,2022-10-03T15:23:22.910627Z,7.279
Louie realized he needed some food for cheap.,Louie lost his wallet and was hungry.,Louie walked to the subway.,Louie started begging for money so he could buy a hot dog.,2,"{'lexical': 0.55, 'syntactic': 0.55, 'semantic': 0.7}",It's just that Louie knew that he needed foodstuffs for cheap,2187,176799,invalid,1,8661,2022-10-03T15:23:14.999979Z,2022-10-03T15:23:15.000002Z,0.816
Louie realized he needed some food for cheap.,Louie lost his wallet and was hungry.,Louie walked to the subway.,Louie started begging for money so he could buy a hot dog.,2,"{'lexical': 0.3, 'syntactic': 0.35, 'semantic': 0.75}",Louie's response came from somewhere cheap to buy food.,2187,176798,invalid,1,8660,2022-10-03T15:23:13.779140Z,2022-10-03T15:23:13.779157Z,0.814
Louie realized he needed some food for cheap.,Louie lost his wallet and was hungry.,Louie walked to the subway.,Louie started begging for money so he could buy a hot dog.,2,"{'lexical': 0.45, 'syntactic': 0.35, 'semantic': 0.75}",Louie's response had been made to say that he needed foodstuffs,2187,176797,invalid,1,8659,2022-10-03T15:23:12.456038Z,2022-10-03T15:23:12.456057Z,1.141
Louie realized he needed some food for cheap.,Louie lost his wallet and was hungry.,Louie walked to the subway.,Louie started begging for money so he could buy a hot dog.,2,"{'lexical': 0.5, 'syntactic': 0.25, 'semantic': 0.75}",Louie's been told that he needs a low-cost food.,2187,176796,invalid,1,8658,2022-10-03T15:23:10.880640Z,2022-10-03T15:23:10.880665Z,3.083
Louie realized he needed some food for cheap.,Louie lost his wallet and was hungry.,Louie walked to the subway.,Louie started begging for money so he could buy a hot dog.,2,"{'lexical': 0.55, 'syntactic': 0.55, 'semantic': 0.9}","Suddenly, Louie knew that he needed food for cheap prices.",2187,176795,invalid,1,8657,2022-10-03T15:23:07.357178Z,2022-10-03T15:23:07.357196Z,1.08
Louie realized he needed some food for cheap.,Louie lost his wallet and was hungry.,Louie walked to the subway.,Louie started begging for money so he could buy a hot dog.,2,"{'lexical': 0.25, 'syntactic': 0.45, 'semantic': 1.0}",It's obvious that Louie knew that he needed foodstuffs for cheap,2187,176794,invalid,1,8656,2022-10-03T15:23:05.842214Z,2022-10-03T15:23:05.842324Z,1.035
Louie realized he needed some food for cheap.,Louie lost his wallet and was hungry.,Louie walked to the subway.,Louie started begging for money so he could buy a hot dog.,2,"{'lexical': 0.55, 'syntactic': 0.35, 'semantic': 0.75}",Louie's got it. Louie realized that he needed a piece,2187,176793,invalid,1,8655,2022-10-03T15:23:04.386577Z,2022-10-03T15:23:04.386599Z,0.772
Louie realized he needed some food for cheap.,Louie lost his wallet and was hungry.,Louie walked to the subway.,Louie started begging for money so he could buy a hot dog.,2,"{'lexical': 0.55, 'syntactic': 0.35, 'semantic': 0.9}",Louie's been told that he needs foodstuffs for cheap prices.,2187,176792,invalid,1,8654,2022-10-03T15:23:03.024602Z,2022-10-03T15:23:03.024619Z,1.143
Louie realized he needed some food for cheap.,Louie lost his wallet and was hungry.,Louie walked to the subway.,Louie started begging for money so he could buy a hot dog.,2,"{'lexical': 0.55, 'syntactic': 0.2, 'semantic': 0.9}",Louie saw that he needed food for cheap prices.,2187,176791,invalid,1,8653,2022-10-03T15:23:01.393909Z,2022-10-03T15:23:01.393936Z,0.9
Louie realized he needed some food for cheap.,Louie lost his wallet and was hungry.,Louie walked to the subway.,Louie started begging for money so he could buy a hot dog.,2,"{'lexical': 0.45, 'syntactic': 0.2, 'semantic': 0.85}",Louie had been told that he needed foodstuffs cheap.,2187,176790,invalid,1,8652,2022-10-03T15:22:59.867498Z,2022-10-03T15:22:59.867520Z,0.685
Louie realized he needed some food for cheap.,Louie lost his wallet and was hungry.,Louie walked to the subway.,Louie started begging for money so he could buy a hot dog.,2,"{'lexical': 0.35, 'syntactic': 0.2, 'semantic': 0.7}",Louie had been told that she needed food for cheap prices.,2187,176789,invalid,1,8651,2022-10-03T15:22:58.665695Z,2022-10-03T15:22:58.665721Z,0.981
Louie realized he needed some food for cheap.,Louie lost his wallet and was hungry.,Louie walked to the subway.,Louie started begging for money so he could buy a hot dog.,2,"{'lexical': 0.45, 'syntactic': 0.55, 'semantic': 0.85}",It's just that Louie knew that he needed food for cheap prices.,2187,176788,invalid,1,8650,2022-10-03T15:22:57.045781Z,2022-10-03T15:22:57.045804Z,0.961
Louie realized he needed some food for cheap.,Louie lost his wallet and was hungry.,Louie walked to the subway.,Louie started begging for money so he could buy a hot dog.,2,"{'lexical': 0.3, 'syntactic': 0.5, 'semantic': 0.7}",It's just that Louie knew that she needed food for cheap.,2187,176787,invalid,1,8649,2022-10-03T15:22:55.561549Z,2022-10-03T15:22:55.561573Z,1.288
Louie realized he needed some food for cheap.,Louie lost his wallet and was hungry.,Louie walked to the subway.,Louie started begging for money so he could buy a hot dog.,2,"{'lexical': 0.55, 'syntactic': 0.45, 'semantic': 1.0}","Suddenly, Louie knew that he needed food for cheap.",2187,176786,invalid,1,8648,2022-10-03T15:22:53.447566Z,2022-10-03T15:22:53.447590Z,2.012
Louie realized he needed some food for cheap.,Louie lost his wallet and was hungry.,Louie walked to the subway.,Louie started begging for money so he could buy a hot dog.,2,"{'lexical': 0.2, 'syntactic': 0.45, 'semantic': 1.0}",It's obvious that Louie knew that he needed food for cheap.,2187,176785,invalid,1,8647,2022-10-03T15:22:50.633586Z,2022-10-03T15:22:50.633609Z,1.153
Louie realized he needed some food for cheap.,Louie lost his wallet and was hungry.,Louie walked to the subway.,Louie started begging for money so he could buy a hot dog.,2,"{'lexical': 0.55, 'syntactic': 0.45, 'semantic': 0.9}",It's just that Louie realized that he needed food for cheap.,2187,176784,invalid,1,8646,2022-10-03T15:22:48.360878Z,2022-10-03T15:22:48.360902Z,0.917
Louie realized he needed some food for cheap.,Louie lost his wallet and was hungry.,Louie walked to the subway.,Louie started begging for money so he could buy a hot dog.,2,"{'lexical': 0.55, 'syntactic': 0.45, 'semantic': 0.7}",It's just that Louie realized that he needed food for cheap prices.,2187,176783,invalid,1,8645,2022-10-03T15:22:46.764449Z,2022-10-03T15:22:46.764474Z,1.303
Louie realized he needed some food for cheap.,Louie lost his wallet and was hungry.,Louie walked to the subway.,Louie started begging for money so he could buy a hot dog.,2,"{'lexical': 0.5, 'syntactic': 0.35, 'semantic': 0.85}",Louie's got it. Louie realized that he needed foodstuff,2187,176782,invalid,1,8644,2022-10-03T15:22:44.893860Z,2022-10-03T15:22:44.893876Z,1.212
Louie realized he needed some food for cheap.,Louie lost his wallet and was hungry.,Louie walked to the subway.,Louie started begging for money so he could buy a hot dog.,2,"{'lexical': 0.5, 'syntactic': 0.35, 'semantic': 0.9}",Louie's got it. Louie realized he needed food for cheap.,2187,176781,invalid,1,8643,2022-10-03T15:22:43.021473Z,2022-10-03T15:22:43.021497Z,1.536
Louie realized he needed some food for cheap.,Louie lost his wallet and was hungry.,Louie walked to the subway.,Louie started begging for money so he could buy a hot dog.,2,"{'lexical': 0.55, 'syntactic': 0.35, 'semantic': 0.85}",Louie's got it. Louie realized that he needed a meal,2187,176780,invalid,1,8642,2022-10-03T15:22:40.908964Z,2022-10-03T15:22:40.908987Z,1.248
Louie realized he needed some food for cheap.,Louie lost his wallet and was hungry.,Louie walked to the subway.,Louie started begging for money so he could buy a hot dog.,2,"{'lexical': 0.2, 'syntactic': 0.3, 'semantic': 0.8}",Louie's got it. Louie realized that he needed a cheap,2187,176779,invalid,1,8641,2022-10-03T15:22:39.069829Z,2022-10-03T15:22:39.069852Z,1.04
Louie realized he needed some food for cheap.,Louie lost his wallet and was hungry.,Louie walked to the subway.,Louie started begging for money so he could buy a hot dog.,2,"{'lexical': 0.55, 'syntactic': 0.3, 'semantic': 1.0}",Louie's been told that he needs foodstuffs for cheap.,2187,176778,invalid,1,8640,2022-10-03T15:22:37.385837Z,2022-10-03T15:22:37.385862Z,1.125
Louie realized he needed some food for cheap.,Louie lost his wallet and was hungry.,Louie walked to the subway.,Louie started begging for money so he could buy a hot dog.,2,"{'lexical': 0.2, 'syntactic': 0.25, 'semantic': 0.9}",Louie has come to see that he needs food for cheap.,2187,176777,invalid,1,8639,2022-10-03T15:22:35.654901Z,2022-10-03T15:22:35.654926Z,1.235
Louie realized he needed some food for cheap.,Louie lost his wallet and was hungry.,Louie walked to the subway.,Louie started begging for money so he could buy a hot dog.,2,"{'lexical': 0.2, 'syntactic': 0.25, 'semantic': 0.85}",Louie has come to see that he needs foodstuffs for cheap prices.,2187,176776,invalid,1,8638,2022-10-03T15:22:33.947932Z,2022-10-03T15:22:33.947954Z,0.962
Louie realized he needed some food for cheap.,Louie lost his wallet and was hungry.,Louie walked to the subway.,Louie started begging for money so he could buy a hot dog.,2,"{'lexical': 0.55, 'syntactic': 0.3, 'semantic': 0.9}",Louie's been told that he needs foodstuffs cheap.,2187,176775,invalid,1,8637,2022-10-03T15:22:32.310832Z,2022-10-03T15:22:32.310872Z,1.206
Louie realized he needed some food for cheap.,Louie lost his wallet and was hungry.,Louie walked to the subway.,Louie started begging for money so he could buy a hot dog.,2,"{'lexical': 0.25, 'syntactic': 0.25, 'semantic': 0.75}",Louie's been told that he needs cheap food.,2187,176774,invalid,1,8636,2022-10-03T15:22:30.565131Z,2022-10-03T15:22:30.565154Z,1.446
Louie realized he needed some food for cheap.,Louie lost his wallet and was hungry.,Louie walked to the subway.,Louie started begging for money so he could buy a hot dog.,2,"{'lexical': 0.5, 'syntactic': 0.25, 'semantic': 0.7}",Louie's been told that she needs foodstuffs cheap.,2187,176773,invalid,1,8635,2022-10-03T15:22:28.349781Z,2022-10-03T15:22:28.349805Z,1.279
Louie realized he needed some food for cheap.,Louie lost his wallet and was hungry.,Louie walked to the subway.,Louie started begging for money so he could buy a hot dog.,2,"{'lexical': 0.55, 'syntactic': 0.2, 'semantic': 1.0}",Louie saw that he needed food for cheap.,2187,176772,valid,1,8634,2022-10-03T15:22:26.310226Z,2022-10-03T15:22:26.310251Z,6.735
Louie realized he needed some food for cheap.,Louie lost his wallet and was hungry.,Louie walked to the subway.,Louie started begging for money so he could buy a hot dog.,2,"{'lexical': 0.3, 'syntactic': 0.2, 'semantic': 0.85}",Louie had been told that he needed food for cheap prices.,2187,176771,invalid,1,8633,2022-10-03T15:22:19.150173Z,2022-10-03T15:22:19.150199Z,1.192
Louie realized he needed some food for cheap.,Louie lost his wallet and was hungry.,Louie walked to the subway.,Louie started begging for money so he could buy a hot dog.,2,"{'lexical': 0.2, 'syntactic': 0.2, 'semantic': 0.75}",Louie had been told that she needed food for cheap.,2187,176770,invalid,1,8632,2022-10-03T15:22:17.148659Z,2022-10-03T15:22:17.148682Z,11.575
My friend and I went to buy a broken one.,We drove to the electronics store to look at TVs.,My high definition television died.,We decided to purchase a 52 inch high definition Vizio TV.,2,"{'lexical': 0.55, 'syntactic': 0.25, 'semantic': 0.7}",My friend and I have just purchased a cheesy one.,700,176769,invalid,1,8631,2022-10-03T15:22:04.835927Z,2022-10-03T15:22:04.835951Z,0.87
My friend and I went to buy a broken one.,We drove to the electronics store to look at TVs.,My high definition television died.,We decided to purchase a 52 inch high definition Vizio TV.,2,"{'lexical': 0.5, 'syntactic': 0.55, 'semantic': 0.85}",A friend of mine and I just bought a brik.,700,176768,invalid,1,8630,2022-10-03T15:22:03.490994Z,2022-10-03T15:22:03.491017Z,0.916
My friend and I went to buy a broken one.,We drove to the electronics store to look at TVs.,My high definition television died.,We decided to purchase a 52 inch high definition Vizio TV.,2,"{'lexical': 0.5, 'syntactic': 0.5, 'semantic': 0.75}",A friend of mine and I recently purchased a pair of shoes.,700,176767,invalid,1,8629,2022-10-03T15:22:01.893916Z,2022-10-03T15:22:01.893940Z,21.658
My friend and I went to buy a broken one.,We drove to the electronics store to look at TVs.,My high definition television died.,We decided to purchase a 52 inch high definition Vizio TV.,2,"{'lexical': 0.55, 'syntactic': 0.45, 'semantic': 0.75}",A friend of mine and I bought a pair of flats.,700,176766,invalid,1,8628,2022-10-03T15:21:39.402375Z,2022-10-03T15:21:39.402396Z,0.675
My friend and I went to buy a broken one.,We drove to the electronics store to look at TVs.,My high definition television died.,We decided to purchase a 52 inch high definition Vizio TV.,2,"{'lexical': 0.55, 'syntactic': 0.2, 'semantic': 1.0}",My friend and I bought a broken thing.,700,176765,invalid,1,8627,2022-10-03T15:21:38.164704Z,2022-10-03T15:21:38.164728Z,0.88
My friend and I went to buy a broken one.,We drove to the electronics store to look at TVs.,My high definition television died.,We decided to purchase a 52 inch high definition Vizio TV.,2,"{'lexical': 0.45, 'syntactic': 0.3, 'semantic': 0.7}",A friend of mine and I bought a piece of gold.,700,176764,invalid,1,8626,2022-10-03T15:21:36.711558Z,2022-10-03T15:21:36.711579Z,0.98
My friend and I went to buy a broken one.,We drove to the electronics store to look at TVs.,My high definition television died.,We decided to purchase a 52 inch high definition Vizio TV.,2,"{'lexical': 0.35, 'syntactic': 0.55, 'semantic': 0.9}",A friend of mine and I recently purchased a broken thing.,700,176763,invalid,1,8625,2022-10-03T15:21:35.126043Z,2022-10-03T15:21:35.126065Z,0.737
My friend and I went to buy a broken one.,We drove to the electronics store to look at TVs.,My high definition television died.,We decided to purchase a 52 inch high definition Vizio TV.,2,"{'lexical': 0.55, 'syntactic': 0.55, 'semantic': 0.75}",A friend of mine and I recently purchased a pair of flats.,700,176762,invalid,1,8624,2022-10-03T15:21:33.835114Z,2022-10-03T15:21:33.835137Z,1.258
My friend and I went to buy a broken one.,We drove to the electronics store to look at TVs.,My high definition television died.,We decided to purchase a 52 inch high definition Vizio TV.,2,"{'lexical': 0.55, 'syntactic': 0.25, 'semantic': 1.0}",My friend and I have purchased a broken piece.,700,176761,invalid,1,8623,2022-10-03T15:21:32.148179Z,2022-10-03T15:21:32.148203Z,4.632
My friend and I went to buy a broken one.,We drove to the electronics store to look at TVs.,My high definition television died.,We decided to purchase a 52 inch high definition Vizio TV.,2,"{'lexical': 0.45, 'syntactic': 0.25, 'semantic': 0.85}",My friend and I have just purchased a piece of gold.,700,176760,invalid,1,8622,2022-10-03T15:21:27.080291Z,2022-10-03T15:21:27.080315Z,1.077
My friend and I went to buy a broken one.,We drove to the electronics store to look at TVs.,My high definition television died.,We decided to purchase a 52 inch high definition Vizio TV.,2,"{'lexical': 0.55, 'syntactic': 0.55, 'semantic': 0.9}",A friend of mine and I bought a broken thing.,700,176759,invalid,1,8621,2022-10-03T15:21:25.571770Z,2022-10-03T15:21:25.571791Z,0.969
My friend and I went to buy a broken one.,We drove to the electronics store to look at TVs.,My high definition television died.,We decided to purchase a 52 inch high definition Vizio TV.,2,"{'lexical': 0.25, 'syntactic': 0.25, 'semantic': 0.7}",My boyfriend and I have just purchased a pair of flats.,700,176758,invalid,1,8620,2022-10-03T15:21:24.099257Z,2022-10-03T15:21:24.099279Z,3.795
My friend and I went to buy a broken one.,We drove to the electronics store to look at TVs.,My high definition television died.,We decided to purchase a 52 inch high definition Vizio TV.,2,"{'lexical': 0.2, 'syntactic': 0.55, 'semantic': 1.0}",I have a friend of mine and I bought a broken one.,700,176757,invalid,1,8619,2022-10-03T15:21:19.890315Z,2022-10-03T15:21:19.890332Z,1.089
My friend and I went to buy a broken one.,We drove to the electronics store to look at TVs.,My high definition television died.,We decided to purchase a 52 inch high definition Vizio TV.,2,"{'lexical': 0.3, 'syntactic': 0.55, 'semantic': 0.9}",A friend of mine and I recently bought a broken thing.,700,176756,invalid,1,8618,2022-10-03T15:21:18.392754Z,2022-10-03T15:21:18.392776Z,2.112
My friend and I went to buy a broken one.,We drove to the electronics store to look at TVs.,My high definition television died.,We decided to purchase a 52 inch high definition Vizio TV.,2,"{'lexical': 0.25, 'syntactic': 0.5, 'semantic': 1.0}",A friend of mine and I have just purchased a broken one.,700,176755,invalid,1,8617,2022-10-03T15:21:15.813915Z,2022-10-03T15:21:15.813937Z,2.603
My friend and I went to buy a broken one.,We drove to the electronics store to look at TVs.,My high definition television died.,We decided to purchase a 52 inch high definition Vizio TV.,2,"{'lexical': 0.55, 'syntactic': 0.5, 'semantic': 0.85}",A friend of mine and I recently purchased a broken piece.,700,176754,invalid,1,8616,2022-10-03T15:21:12.741808Z,2022-10-03T15:21:12.741831Z,2.761
