sentence1,sentence2,label
PersonX takes out the trash PersonX then personX gags from the smell,The trash has been sitting for a week.,1
"PersonX feels uneasy As a result, PersonX wants to see a doctor",PersonX is watching a horror movie,0
"PersonX feels uneasy As a result, PersonX wants to see a doctor",PersonX's skin is covered in hives,1
"PersonX is a middle school student As a result, PersonX feels power",PersonX is shy and scared to attend a new school.,0
"PersonX is a middle school student As a result, PersonX feels power",Teenage boys feel invincible at this age.,1
"PersonX tests PersonX's skills Before, PersonX needed to learn a skill",PersonX tries to juggle golf balls and succeeds.,0
"PersonX tests PersonX's skills Before, PersonX needed to learn a skill",PersonX takes a ballet dancing class.,1
"PersonX takes the dog to the vet As a result, PersonX wants to wait for the vet",PersonX drops the dog off.,0
"PersonX takes the dog to the vet As a result, PersonX wants to wait for the vet",PersonX goes inside the vet's office.,1
"PersonX helps PersonY's mother As a result, PersonX feels concerned",PersonY's mother needed help planting some petunias.,0
"PersonX helps PersonY's mother As a result, PersonX feels concerned",PersonY's mother needed help feeding and dressing herself.,1
"PersonX honors PersonY As a result, PersonX wants to congratulate Person Y",Person X is jealous of Person Y's accomplishments.,0
"PersonX honors PersonY As a result, PersonX wants to congratulate Person Y",Person X is shaking Person Y's hand.,1
PersonX goes to PersonX's home PersonX then gets a shower,PersonX forgot their wallet at home.,0
PersonX goes to PersonX's home PersonX then gets a shower,PersonX is covered in dirt from a hike.,1
PersonX takes care of PersonY's needs PersonX is seen as helpful,PersonX is duing it under a court order,0
PersonX takes care of PersonY's needs PersonX is seen as helpful,PersonY is elderly and cannot do it themselves,1
"PersonX admits PersonY was wrong As a result, PersonX feels honest",PersonX is lying.,0
"PersonX admits PersonY was wrong As a result, PersonX feels honest",PersonX is trying to tell fewer lies.,1
"PersonX goes over to PersonY's house Before, PersonX needed to own a car",PersonX is neighbors with PersonY,0
"PersonX goes over to PersonY's house Before, PersonX needed to own a car",PersonY lives in a different state,1
"PersonX immediately saw As a result, PersonX feels observant",PersonX was falling asleep.,0
"PersonX immediately saw As a result, PersonX feels observant",PersonX was paying strict attention.,1
"PersonX lets PersonY keep it As a result, PersonX wants friend",PersonX thinks it is an unpleasant reminder of their past,0
"PersonX lets PersonY keep it As a result, PersonX wants friend",PersonX gave up something nice,1
PersonX takes a train ride Because PersonX wanted to go to work,PersonX lives in America and is currently in Germany.,0
PersonX takes a train ride Because PersonX wanted to go to work,PersonX is carrying a briefcase.,1
PersonX enjoys the weather PersonX is seen as healthy,PersonX enjoys the weather through the window of their home office.,0
PersonX enjoys the weather PersonX is seen as healthy,PersonX enjoys the weather by jogging.,1
"PersonX offering PersonY explanation As a result, PersonX wants check y's acceptance of explanation",PersonX has a confident look on their face after the explanation.,0
"PersonX offering PersonY explanation As a result, PersonX wants check y's acceptance of explanation",PersonX pauses and stares at PersonY.,1
"PersonX examines PersonY closely Before, PersonX needed get in the car with Person Y",PersonY's body is on the operating table,0
"PersonX examines PersonY closely Before, PersonX needed get in the car with Person Y",They are both sitting down,1
"PersonX asks PersonY's help Before, PersonX needed to have a lot of work",PersonX is just lazy,0
"PersonX asks PersonY's help Before, PersonX needed to have a lot of work",PersonY is an executive assistant,1
"PersonX says would make As a result, PersonX wants tell people","Person X is cooking dinner for his wife, who had a special request.",0
"PersonX says would make As a result, PersonX wants tell people",Person X is making a vaccine that can save the world.,1
"PersonX carefully removed Before, PersonX needed to find what needs to be removed",PersonX opened it without reading a manual.,0
"PersonX carefully removed Before, PersonX needed to find what needs to be removed",PersonX read a manual carefully.,1
"PersonX comes a cropper As a result, PersonX feels hands on",X fails the class.,0
"PersonX comes a cropper As a result, PersonX feels hands on",X needs to take over.,1
PersonX promotes to manager Because PersonX wanted to reward someone,PersonX's hand was forced,0
PersonX promotes to manager Because PersonX wanted to reward someone,Someone grew sales a ton,1
PersonX eats the vegetables PersonX is seen as satisfied,PersonX gags when eating,0
PersonX eats the vegetables PersonX is seen as satisfied,PersonX smiles with pleasure,1
"PersonX buys a new brush Before, PersonX needed drive to store",PersonX asks the door to door peddler if he can take a picture of him and his wares.,0
"PersonX buys a new brush Before, PersonX needed drive to store",PersonX tells a friend the trip was not worth the selection in the beauty department of the store.,1
"PersonX gets bit As a result, PersonX wants to go inside",PersonX works as a beekeeper,0
"PersonX gets bit As a result, PersonX wants to go inside",PersonX is bleeding from the bite,1
"PersonX starts to study As a result, PersonX feels prepared",PersonX realizes they don't know anything,0
"PersonX starts to study As a result, PersonX feels prepared",PersonX makes connections with that was learned in class,1
PersonX accomplishes PersonX's mission Because PersonX wanted to reach the goal,PersonX would die if this goal wasn't accomplished,1
PersonX finds a pair of shoes PersonX then loses money,PersonX got it for free.,0
PersonX finds a pair of shoes PersonX then loses money,PersonX was out shopping.,1
PersonX is proud of PersonY's work Because PersonX wanted to be nice,PersonX didn't tell PersonY they were proud.,0
PersonX is proud of PersonY's work Because PersonX wanted to be nice,PersonX told PersonY they were proud.,1
PersonX lands on the floor PersonX is seen as hurt,The floor is a trampoline floor.,0
PersonX lands on the floor PersonX is seen as hurt,The floor is concrete.,1
"PersonX wakes up the next morning As a result, PersonX wants to get ready for work",PersonX checks to see it's a Saturday,0
"PersonX wakes up the next morning As a result, PersonX wants to get ready for work",PersonX hops out of bed and into the shower,1
"PersonX joins PersonY together As a result, PersonX feels unified",PersonX resent PersonY,0
"PersonX joins PersonY together As a result, PersonX feels unified",PersonX likes PersonY,1
PersonX walks PersonY back Because PersonX wanted to be helpful,PersonX is a guard and PersonY is an inmate,0
PersonX walks PersonY back Because PersonX wanted to be helpful,It is dark out,1
PersonX loves PersonY a lot PersonX then person x thinks about person y a lot,PersonX is occupied with work.,0
PersonX loves PersonY a lot PersonX then person x thinks about person y a lot,PersonX is thinking about marriage.,1
"PersonX leaves the hospital Before, PersonX needed visit the hospice",PersonX was admitted to the hospital unconscious.,0
"PersonX leaves the hospital Before, PersonX needed visit the hospice",PersonX came to the hospital carrying a teddy bear and a get well card.,1
"PersonX looks back at PersonY As a result, PersonX wants to say something back",PersonX is being accused and has nothing to say,0
"PersonX looks back at PersonY As a result, PersonX wants to say something back",PersonX is on the witness stand,1
"PersonX has enough money to pay PersonX's rent As a result, PersonX wants to continue saving",PersonX has an alcohol addiction,0
"PersonX has enough money to pay PersonX's rent As a result, PersonX wants to continue saving",PersonX is an investor,1
"PersonX drives it home Before, PersonX needed to start it",The salesman warmed it up for him.,0
"PersonX drives it home Before, PersonX needed to start it",X loves the way the engine turns over immediately.,1
PersonX plays football again PersonX is seen as good about themselves,PersonX has let their skills rot,0
PersonX plays football again PersonX is seen as good about themselves,PersonX has trained during the offseason,1
PersonX means a lot PersonX is seen as appreciated,PersonX has no friends,0
PersonX means a lot PersonX is seen as appreciated,PersonX is a popular teacher,1
PersonX sets in motion Because PersonX wanted have control over the events,They are not the boss,0
PersonX sets in motion Because PersonX wanted have control over the events,They are the boss of the company,1
"PersonX tells PersonY to look Before, PersonX needed to decide to tell Person Y to look",PersonX just read the next line in the play.,0
"PersonX tells PersonY to look Before, PersonX needed to decide to tell Person Y to look",PersonX carefully considers PersonX's words before speaking.,1
PersonX steadies the ship Because PersonX wanted to follow rules,They are in rough seas,0
PersonX steadies the ship Because PersonX wanted to follow rules,They are a straight arrow,1
PersonX never seen PersonY PersonX is seen as like they don't know what is going on,PersonX and PersonY live in different countries.,0
PersonX never seen PersonY PersonX is seen as like they don't know what is going on,PersonX and PersonY work in the same office.,1
"PersonX depends upon PersonY As a result, PersonX feels cowardly",PersonX is an 8-month-old baby and PersonY is their mother.,0
"PersonX depends upon PersonY As a result, PersonX feels cowardly",PersonX knows that they shouldn't be scared of the dark at 35 years old.,1
"PersonX complains to PersonX's mother Then, he ran downstairs",PersonX lives in a ranch style house.,0
"PersonX complains to PersonX's mother Then, he ran downstairs",PersonX talks to his mother on the second floor.,1
PersonX takes a quick shower Because PersonX wanted to be clean.,PersonX takes a shower every morning.,0
PersonX takes a quick shower Because PersonX wanted to be clean.,PersonX was mowing the lawn before.,1
"PersonX defends PersonY's rights As a result, PersonX feels dominant",X is shouted down.,0
"PersonX defends PersonY's rights As a result, PersonX feels dominant",X receives a thumbs up.,1
"PersonX effects PersonY entrance As a result, PersonX wants run away",The entrance is a success,0
"PersonX effects PersonY entrance As a result, PersonX wants run away",They ruin the entrance with stupid remarks,1
PersonX visits PersonY's parents Because PersonX wanted make a good impression,PersonY hates their parents.,0
PersonX visits PersonY's parents Because PersonX wanted make a good impression,PersonY is very close to their parents.,1
PersonX moves closer PersonX then get physical,Person X couldn't hear the speaker.,0
PersonX moves closer PersonX then get physical,Person X is having a fight with someone.,1
"PersonX puts PersonY in jail As a result, PersonX feels capable",PersonX thinks they have the wrong suspect,0
"PersonX puts PersonY in jail As a result, PersonX feels capable",PersonX has been working on this case for a long time,1
PersonX plans a party PersonX then too many people come,PersonX lives in a small apartment.,0
PersonX plans a party PersonX then too many people come,PersonX asks every friend to invite three of their friends.,1
"PersonX downloads the app As a result, PersonX feels hopeful",PersonX didn't want to use their phone.,0
"PersonX downloads the app As a result, PersonX feels hopeful",PersonX was recommended the app.,1
"PersonX says nothing to PersonY As a result, PersonX feels nervous",Person Y is performing on stage in front of person X.,0
"PersonX says nothing to PersonY As a result, PersonX feels nervous",Person X is sweating.,1
PersonX bears PersonY company PersonX is seen as irritated,Person Y is giving Person X money.,0
PersonX bears PersonY company PersonX is seen as irritated,Person X is scowling.,1
"PersonX starts to eat Before, PersonX needed to go into the kitchen/restaurant",PersonX has their food in front of them.,0
"PersonX starts to eat Before, PersonX needed to go into the kitchen/restaurant",PersonX just placed an order for food at the restaurant a few minutes ago.,1
PersonX teaches PersonY how to play Because PersonX wanted to be  helpful,PersonX has the duty to teach others as a teacher.,0
PersonX teaches PersonY how to play Because PersonX wanted to be  helpful,PersonX loves PersonY very much.,1
PersonX makes it better PersonX then gets thanked,PersonX messes something else up.,0
PersonX makes it better PersonX then gets thanked,PersonX saves the life of an innocent.,1
"PersonX comes from a good place As a result, PersonX wants correct themselves",PersonX refuses to apologize.,0
"PersonX comes from a good place As a result, PersonX wants correct themselves",PersonX calls up the friend they wronged.,1
"PersonX goes pro Before, PersonX needed to buy the gear",PersonX has a wealthy sponsor.,0
"PersonX goes pro Before, PersonX needed to buy the gear",PersonX is brand new to the sport.,1
PersonX finds a cause of death Because PersonX wanted solve the crime,PersonX saw the death happen,0
PersonX finds a cause of death Because PersonX wanted solve the crime,PersonX is a coroner,1
PersonX wants a new computer PersonX is seen as excited,They loved their old computer,0
PersonX wants a new computer PersonX is seen as excited,Their old computer was very slow,1
PersonX cooks dinner PersonX is seen as chef like,PersonX burns everything.,0
PersonX cooks dinner PersonX is seen as chef like,PersonX makes several gourmet dishes.,1
PersonX adopts a dog PersonX is seen as loving,Someone begged PersonX to adopt the dog.,0
PersonX adopts a dog PersonX is seen as loving,PersonX is a nice owner.,1
PersonX finds PersonX's hotel PersonX then checks in at the hotel,The hotel was overbooked and PersonX's reservation was cancelled.,0
PersonX finds PersonX's hotel PersonX then checks in at the hotel,PersonX has their booking confirmation ready.,1
"PersonX sees PersonY in person Before, PersonX needed to of not met them",PersonX is roommates with PersonY,0
"PersonX sees PersonY in person Before, PersonX needed to of not met them",PersonY is a famous opera singer,1
"PersonX designs formats to make As a result, PersonX wants make sure the formats are made correctly",PersonX is burnt out and apathetic about getting fired.,0
"PersonX designs formats to make As a result, PersonX wants make sure the formats are made correctly",PersonX will have to personally use the formats.,1
"PersonX practices PersonX's lines As a result, PersonX wants perform the line's in front of an audience",PersonX only acts in front of their mirror.,0
"PersonX practices PersonX's lines As a result, PersonX wants perform the line's in front of an audience",PersonX hopes to get the lead role.,1
PersonX drives back to PersonX's house PersonX then person goes to bed,It is 12pm in the afternoon,0
PersonX drives back to PersonX's house PersonX then person goes to bed,It is almost midnight,1
PersonX has PersonX's way PersonX is seen as like he is winning!,PersonX's finishes the race in last place.,0
PersonX has PersonX's way PersonX is seen as like he is winning!,PersonX is holding a gold trophy up in the air.,1
PersonX finally decided PersonX then mARRY,PersonX is sitting over a chess board,0
PersonX finally decided PersonX then mARRY,PersonX has a long term partner,1
PersonX has a terrible time PersonX then cries,They are laughing about it,0
PersonX has a terrible time PersonX then cries,They have tears on their cheeks,1
PersonX talks for a long time PersonX then goes off topic,PersonX is a professional speaker,0
PersonX talks for a long time PersonX then goes off topic,PersonX didn't prepare his speech beforehand,1
PersonX steals a glance PersonX is seen as intrigued.,PersonX turns away.,0
PersonX steals a glance PersonX is seen as intrigued.,PersonX raises their eye brows.,1
PersonX has a baby boy PersonX is seen as joyful,PersonX develops postpartum depression.,0
PersonX has a baby boy PersonX is seen as joyful,PersonX has happy tears streaming down their face.,1
"PersonX punches PersonY in the eye As a result, PersonX feels violent",Person X hit Person Y on accident during a strange dream.,0
"PersonX punches PersonY in the eye As a result, PersonX feels violent",Person X is a boxer.,1
"PersonX wants to do something special As a result, PersonX wants give a own hand-made gift",X made reservations for a trip to Hawaii.,0
"PersonX wants to do something special As a result, PersonX wants give a own hand-made gift",X searches Pinterest for ideas.,1
"PersonX goes to PersonY's car As a result, PersonX wants to ask a question",PersonX is borrowing PersonY's car.,0
"PersonX goes to PersonY's car As a result, PersonX wants to ask a question",PersonX is a gas station attendant.,1
"PersonX holds out PersonY's arms Before, PersonX needed grab their arms",PersonX is far from PersonY.,0
"PersonX holds out PersonY's arms Before, PersonX needed grab their arms",PersonX calls to PersonY to grab hold.,1
PersonX makes a donation to these projects PersonX then is mentioned in the paper,The donation is small,0
PersonX makes a donation to these projects PersonX then is mentioned in the paper,The donation is the largest,1
"PersonX goes and get Before, PersonX needed to buy stuff",PersonX makes supplies out of natural resources.,0
"PersonX goes and get Before, PersonX needed to buy stuff",PersonX removes the tags off the stuff.,1
"PersonX gets bitten As a result, PersonX wants to treat the wound",They got bit by a bug,0
"PersonX gets bitten As a result, PersonX wants to treat the wound",The animal has rabies,1
PersonX has the time of PersonX's life PersonX then smiles,PersonX has bad teeth,0
PersonX has the time of PersonX's life PersonX then smiles,PersonX is at their wedding,1
PersonX takes a stroll Because PersonX wanted to take a walk,X wanted to see what the neighbors were up to.,0
PersonX takes a stroll Because PersonX wanted to take a walk,X walks off his large evening meal.,1
"PersonX goes check Before, PersonX needed to hear something",PersonX is wearing earplugs.,0
"PersonX goes check Before, PersonX needed to hear something",PersonX needed permission from someone to check.,1
"PersonX pays PersonY's respects As a result, PersonX wants to share memories with personY",Person Y did Person X great harm in life.,0
"PersonX pays PersonY's respects As a result, PersonX wants to share memories with personY",Person Y is six feet underground.,1
PersonX surprises PersonX's mom PersonX then makes dinner reservations,PersonX's mom is afraid going out due to corona virus.,0
PersonX surprises PersonX's mom PersonX then makes dinner reservations,This is mother's day.,1
"PersonX puts it another way As a result, PersonX wants to make a point",Someone didn't understand Person X's instructions.,0
"PersonX puts it another way As a result, PersonX wants to make a point",Person X is pleading a case fr themself.,1
PersonX is getting worn out PersonX then winces,PersonX is falling asleep.,0
PersonX is getting worn out PersonX then winces,PersonX is getting a migraine.,1
"PersonX drops PersonY's arms Before, PersonX needed to grab onto PersonY",PersonX keeps punching PersonY after the bell.,0
"PersonX drops PersonY's arms Before, PersonX needed to grab onto PersonY",PersonY escapes an oncoming train.,1
PersonX rushes to the emergency room PersonX then personX heals,X is declared DOA.,0
PersonX rushes to the emergency room PersonX then personX heals,X is admitted to rehabilitation.,1
"PersonX completes PersonY's assignment As a result, PersonX wants to assist y",Y failed to pay X the promised renumeration.,0
"PersonX completes PersonY's assignment As a result, PersonX wants to assist y",X earned a hefty fee for completing it.,1
PersonX sits tight PersonX is seen as bored,PersonX is waiting for test results.,0
PersonX sits tight PersonX is seen as bored,PersonX has been sitting for hours.,1
PersonX ruffles PersonY's hair Because PersonX wanted to fun,PersonX is a hairdresser.,0
PersonX ruffles PersonY's hair Because PersonX wanted to fun,PersonX is PersonY's guardian.,1
PersonX revolves around the sun Because PersonX wanted to explore the activity,PersonX is a prisoner on a spaceship,0
PersonX revolves around the sun Because PersonX wanted to explore the activity,PersonX is a scientist,1
"PersonX immediately started Before, PersonX needed to sit down",PersonX was going for a run.,0
"PersonX immediately started Before, PersonX needed to sit down",PersonX just arrived at the office.,1
PersonX reads PersonY a story Because PersonX wanted to sooth them,PersonX tells a scary story,0
PersonX reads PersonY a story Because PersonX wanted to sooth them,PersonX tells a nice story,1
PersonX returns to PersonY room Because PersonX wanted to share his room,PersonY left his phone in PersonX's car.,0
PersonX returns to PersonY room Because PersonX wanted to share his room,PersonY invites PersonX inside and PersonX accepts.,1
PersonX spots PersonY Because PersonX wanted to find someone,PersonX is crowd watching,0
PersonX spots PersonY Because PersonX wanted to find someone,Person Y is their lost little brother,1
PersonX gets an infection PersonX then covers injury,PersonX doesn't know what an infection is,0
PersonX gets an infection PersonX then covers injury,PersonX is afraid of death,1
"PersonX has found PersonY As a result, PersonX feels diligent",PersonY turns out to be someone else,0
"PersonX has found PersonY As a result, PersonX feels diligent",PersonX looked for hours,1
PersonX wants to have a child PersonX is seen as excited,PersonX is past childbearing age,0
PersonX wants to have a child PersonX is seen as excited,PersonX got a positive pregnancy test,1
PersonX tells PersonX's tale PersonX then personX focus on recounting the tale,PersonX is in front of a group of children.,0
PersonX tells PersonX's tale PersonX then personX focus on recounting the tale,PersonX is playing a game of telephone.,1
PersonX gathers PersonX's family Because PersonX wanted to spend time with them,PersonX is planning an intervention.,0
PersonX gathers PersonX's family Because PersonX wanted to spend time with them,PersonX and PersonY have known each other their whole life.,1
PersonX is a lot of hard work PersonX is seen as good,PersonX works hard then blows all the money on drugs and gambling.,0
PersonX is a lot of hard work PersonX is seen as good,PersonX supports his family by working hard.,1
"PersonX uses sign language Before, PersonX needed have finger mobility",PersonX has prosthetic hands,0
"PersonX uses sign language Before, PersonX needed have finger mobility",PersonX is a sign language teacher,1
"PersonX acts like men As a result, PersonX wants go out in public looking like a man.",PersonX buys a new dress.,0
"PersonX acts like men As a result, PersonX wants go out in public looking like a man.",PersonX puts on a tie.,1
PersonX goes to PersonY PersonX then sit down,They're meeting up to exercise.,0
PersonX goes to PersonY PersonX then sit down,They meet at the coffee shop.,1
"PersonX enters the contest Before, PersonX needed to turn in paper work",The contest is an informal athletic event,0
"PersonX enters the contest Before, PersonX needed to turn in paper work",The contest involves government grants,1
"PersonX raises PersonY arm PersonX then expends energy, uses strength",Their arm is really light,0
"PersonX raises PersonY arm PersonX then expends energy, uses strength",Their arm is heavy,1
PersonX enjoys PersonX's vacation Because they needed a rest,PersonX is retired,0
PersonX enjoys PersonX's vacation Because they needed a rest,PersonX works 80 hours a week,1
PersonX carries out PersonX's work PersonX then checks over finished work,PersonX isn't very careful.,0
PersonX carries out PersonX's work PersonX then checks over finished work,PersonX is very thorough.,1
"PersonX watches netflix As a result, PersonX feels lazy",PersonX is winding down from a busy day.,0
"PersonX watches netflix As a result, PersonX feels lazy",PersonX hasn't left bed yet.,1
PersonX calls PersonX's sister Because PersonX wanted to get informatmation from,It is the sister's birthday,0
PersonX calls PersonX's sister Because PersonX wanted to get informatmation from,The sister loves to gossip,1
PersonX takes leave of PersonX's senses PersonX then becomes lazy,PersonX had 4 majors in school.,0
PersonX takes leave of PersonX's senses PersonX then becomes lazy,Person X dropped out of school in the last week.,1
"PersonX lets PersonX's friends As a result, PersonX wants to give them freewill",PersonX is a control freak.,0
"PersonX lets PersonX's friends As a result, PersonX wants to give them freewill",PersonX believes in the importance of autonomy.,1
PersonX wants to watch a movie Because PersonX wanted to get entertained,PersonX is watching the movie remake of a book they were supposed to read for class.,0
PersonX wants to watch a movie Because PersonX wanted to get entertained,PersonX had a long day at work and needed to unwind.,1
PersonX eats PersonY's breakfast PersonX is seen as full,X eats one strawberry.,0
PersonX eats PersonY's breakfast PersonX is seen as full,X has French toast.,1
PersonX is freezing cold PersonX then rubs hands,PersonX is wearing gloves.,0
PersonX is freezing cold PersonX then rubs hands,PersonX's hands are bare.,1
"PersonX becomes a millionaire Before, PersonX needed invest in real estate",PersonX's professional expertise is mainly in biotech.,0
"PersonX becomes a millionaire Before, PersonX needed invest in real estate",PersonX's professional expertise is mainly in real estate.,1
PersonX always told PersonX then is ignored,People listen to PersonX intently.,0
PersonX always told PersonX then is ignored,PersonX does not speak loudly enough.,1
"PersonX takes PersonX's boat out Before, PersonX needed to learn how to drive it",PersonX is a fishing boat captain.,0
"PersonX takes PersonX's boat out Before, PersonX needed to learn how to drive it",PersonX is used to using canoes.,1
"PersonX takes a few days As a result, PersonX wants to relax",PersonX assembles tools to rob a bank.,0
"PersonX takes a few days As a result, PersonX wants to relax",PersonX books a trip to an island resort.,1
"PersonX occupies PersonY's attention As a result, PersonX feels attractive",They look like a slob,0
"PersonX occupies PersonY's attention As a result, PersonX feels attractive",PersonY likes them a lot,1
PersonX fights for PersonY's lives PersonX is seen as shocked,PersonY has been sick for a very long time and is dying.,0
PersonX fights for PersonY's lives PersonX is seen as shocked,PersonY had a heart attack out of nowhere.,1
"PersonX loses PersonX's keys As a result, PersonX feels disorganized",X put them down somewhere unusual.,1
"PersonX halfway done As a result, PersonX feels dETERMINED",PersonX doesn't think the activity is very important.,0
"PersonX halfway done As a result, PersonX feels dETERMINED",PersonX thinks the activity is absolutely crucial.,1
PersonX finally made it PersonX then takes a long nap,They are hyped up to make it,0
PersonX finally made it PersonX then takes a long nap,They have been driving for hours,1
PersonX completes PersonX's homework PersonX is seen as productive,PersonX is just writing anything to turn in at the last minute.,0
PersonX completes PersonX's homework PersonX is seen as productive,PersonX works on their paper during their break at work.,1
PersonX sees the band PersonX is seen as happy,"The band plays heavy metal, which PersonX loathes.",0
PersonX sees the band PersonX is seen as happy,PersonX has posters of that band all over their bedroom.,1
"PersonX calls a locksmith As a result, PersonX feels forgetful",PersonX is locked out by PersonX 's spouse on purpose.,0
"PersonX calls a locksmith As a result, PersonX feels forgetful",But PersonX  finds a key in the pocket later.,1
"PersonX takes PersonY's girlfriend out to dinner Before, PersonX needed to have a car",PersonX made sure to download Uber app.,0
"PersonX takes PersonY's girlfriend out to dinner Before, PersonX needed to have a car",PersonX went to pick her up.,1
PersonX wants to go hiking PersonX is seen as motivated,PersonX is avoiding their responsibilities,0
PersonX wants to go hiking PersonX is seen as motivated,PersonX is physically disabled,1
"PersonX loves trains As a result, PersonX feels adventurous",PersonX takes the train across town.,0
"PersonX loves trains As a result, PersonX feels adventurous",PersonX takes the train in a foreign country.,1
PersonX reaches PersonX's climax PersonX then sighs in relief,Person X is in the middle of making love.,0
PersonX reaches PersonX's climax PersonX then sighs in relief,Person X just had a heart attack.,1
"PersonX drives to work Before, PersonX needed rent or own a car",PersonX thanks neighbor for the loaned car.,0
"PersonX drives to work Before, PersonX needed rent or own a car",PersonX's car rental papers are in the dash box.,1
PersonX leaves PersonY's friends PersonX is seen as relieved to get away from them,PersonX misses PersonY's friends the second they walk out of the door.,0
PersonX leaves PersonY's friends PersonX is seen as relieved to get away from them,PersonX despised every single one of them.,1
"PersonX plays volleyball Before, PersonX needed find volleyball",Someone hands Personx a volleyball.,0
"PersonX plays volleyball Before, PersonX needed find volleyball",PersonX comes out of the equipment room where balls are kept.,1
"PersonX drives deep inside PersonY As a result, PersonX wants to continue the relationship",He throws PersonY out of the house,0
"PersonX drives deep inside PersonY As a result, PersonX wants to continue the relationship",He's hoping to get her back,1
"PersonX deletes PersonX's account As a result, PersonX feels anti-social",PersonX heard about a data breach.,0
"PersonX deletes PersonX's account As a result, PersonX feels anti-social",PersonX got sick of using social media.,1
PersonX hears a noise behind PersonY PersonX then notices source of noise,The noise is from their pet,0
PersonX hears a noise behind PersonY PersonX then notices source of noise,PersonX is on guard,1
"PersonX is proud of PersonY's work As a result, PersonX wants to assign more work",PersonX gives everyone a day off.,0
"PersonX is proud of PersonY's work As a result, PersonX wants to assign more work",PersonX has a very tight project deadline.,1
"PersonX dont like PersonY As a result, PersonX wants to try to avoid person Y",PersonX is trying to get into PersonY's favor,0
"PersonX dont like PersonY As a result, PersonX wants to try to avoid person Y",PersonY smells bad,1
"PersonX gets good As a result, PersonX wants enter competition",Plenty of people are still better than PersonX,0
"PersonX gets good As a result, PersonX wants enter competition",Their coach says they are the best he has ever seen play,1
"PersonX works on PersonY Before, PersonX needed make a plan",PersonX has never seen PersonY before.,0
"PersonX works on PersonY Before, PersonX needed make a plan",PersonY has been planning to have surgery for months.,1
PersonX walks the rest of the way Because PersonX wanted to lose weight,PersonX's car has a flat tire,0
PersonX walks the rest of the way Because PersonX wanted to lose weight,PersonX's doctor told them they were obese,1
PersonX posts a photo PersonX then thinks about people viewing his post,PersonX set his post so that only they could view it.,0
PersonX posts a photo PersonX then thinks about people viewing his post,PersonX was excited to see people's reactions.,1
PersonX gives thanks to god PersonX then sings hymn,PersonX has layrngitis,0
PersonX gives thanks to god PersonX then sings hymn,PersonX is in church.,1
"PersonX turns the tv As a result, PersonX feels curious",PersonX already saw everything on television.,0
"PersonX turns the tv As a result, PersonX feels curious",PersonX makes popcorn.,1
PersonX fills PersonY's glass Because PersonX wanted to help person y,PersonX slipped the vial back in their pocket.,0
PersonX fills PersonY's glass Because PersonX wanted to help person y,PersonX considers PersonY a friend.,1
PersonX becomes PersonY officer PersonX is seen as great,PersonY resents the fact that they have to report into PersonX every week.,0
PersonX becomes PersonY officer PersonX is seen as great,PersonX is very kind to PersonY.,1
"PersonX takes a photo of PersonY As a result, PersonX feels involved",PersonX leaves immediately after,0
"PersonX takes a photo of PersonY As a result, PersonX feels involved",They are their best friend,1
PersonX rides a roller coaster PersonX is seen as adventerous,PersonX was forced to ride.,0
PersonX rides a roller coaster PersonX is seen as adventerous,PersonX explores the hwole theme park.,1
"PersonX writes the paper Before, PersonX needed to do research",PersonX submits their freeform paper,0
"PersonX writes the paper Before, PersonX needed to do research",PersonX submits their thesis paper,1
"PersonX illustrates PersonY point As a result, PersonX wants ask if his illustration of point made it clear",PersonX claims the idea as their own.,0
"PersonX illustrates PersonY point As a result, PersonX wants ask if his illustration of point made it clear",PersonX respects PersonY.,1
"PersonX wants people As a result, PersonX wants to make people dance",PersonX is a slaveowner,0
"PersonX wants people As a result, PersonX wants to make people dance",PersonX runs a club,1
PersonX sells PersonX's goods PersonX is seen as richer,PersonX wasn't able to get a good commodity price.,0
PersonX sells PersonX's goods PersonX is seen as richer,PersonX got an excellent commodity price.,1
"PersonX remains awake As a result, PersonX wants to get some sleep",PersonX drinks some coffee.,0
"PersonX remains awake As a result, PersonX wants to get some sleep",PersonX takes some sleep medication.,1
"PersonX returns to PersonX's work As a result, PersonX feels responsible",PersonX is picking up their belongings.,0
"PersonX returns to PersonX's work As a result, PersonX feels responsible",PersonX is in a business meeting,1
"PersonX borrows PersonY's phone As a result, PersonX feels unconcerned",PersonX is reading bad news in their email inbox,0
"PersonX borrows PersonY's phone As a result, PersonX feels unconcerned",PersonY is using the phone to look up calories in a muffin,1
PersonX rues the day PersonX is seen as regretful,they just won a million dollar lottery,0
PersonX rues the day PersonX is seen as regretful,their cat had died by them running it over,1
PersonX carefully selected PersonX is seen as satisfied,PersonX isn't good at predicting what they'd like.,0
PersonX carefully selected PersonX is seen as satisfied,PersonX has a good idea of what they like.,1
PersonX calls PersonX's office Because PersonX wanted to get updates about his meeting,PersonX is shooting the shit,0
PersonX calls PersonX's office Because PersonX wanted to get updates about his meeting,PersonX is a busines executive,1
"PersonX finishes PersonX's hike As a result, PersonX wants to get some rest",They hiked downhill for 10 minutes,0
"PersonX finishes PersonX's hike As a result, PersonX wants to get some rest",The walked up a mountain,1
"PersonX finishes PersonX's song As a result, PersonX wants to practice it",PersonX is tired of the song.,0
"PersonX finishes PersonX's song As a result, PersonX wants to practice it",PersonX has a live show coming up.,1
"PersonX expresses PersonX's concern As a result, PersonX feels empathetic",PersonX is only interested in money,0
